tourney_id,tourney_name,surface,drap1_size,tourney_level,tourney_date,match_num,p1_id,p1_name,p1_hand,p1_ioc,p1_age,p1_rank,p1_rank_points,p2_id,p2_name,p2_hand,p2_ioc,p2_age,p2_rank,p2_rank_points,p1_win_prob_20w,p1_ace_prob_20w,p1_df_prob_20w,p1_svptWon_prob_20w,p2_win_prob_20w,p2_ace_prob_20w,p2_df_prob_20w,p2_svptWon_prob_20w,p1_surface_win_prob_20w,p2_surface_win_prob_20w,p1_win,diff_points
2017-0506,Buenos Aires,Clay,32.0,A,20170213.0,282.0,104547.0,Horacio Zeballos,L,ARG,31.8001368925,69.0,702.0,105311.0,Joao Sousa,R,POR,27.8767967146,41.0,1055.0,0.4,0.09843659525188188,0.04342790966994789,0.6572090330052114,0.55,0.04633982538616521,0.01880456682337139,0.6326393552719947,0.14285714285714285,0.65,0,7
2017-0402,Memphis,Hard,32.0,A,20170213.0,282.0,104229.0,Yen Hsun Lu,R,TPE,33.5030800821,59.0,780.0,126203.0,Taylor Harry Fritz,R,USA,19.2963723477,114.0,513.0,0.45,0.0888135593220339,0.04949152542372881,0.6610169491525424,0.2,0.08934707903780069,0.035509736540664374,0.6116838487972509,0.4444444444444444,0.2,0,8
2017-0407,Rotterdam,Hard,32.0,A,20170213.0,282.0,104542.0,Jo Wilfried Tsonga,R,FRA,31.8275154004,14.0,2730.0,126774.0,Stefanos Tsitsipas,R,GRE,18.507871321,205.0,268.0,0.8,0.14285714285714285,0.03669724770642202,0.6979030144167759,,,,,0.8,,1,9
2017-0506,Buenos Aires,Clay,32.0,A,20170213.0,283.0,105643.0,Federico Delbonis,L,ARG,26.3600273785,45.0,930.0,103565.0,Stephane Robert,R,FRA,36.7446954141,64.0,740.0,0.4,0.059813084112149535,0.04018691588785047,0.6285046728971962,0.45,0.050550874918988985,0.06416072585871678,0.5729099157485418,0.65,0.45454545454545453,1,14
2017-0402,Memphis,Hard,32.0,A,20170213.0,283.0,105166.0,Peter Polansky,R,CAN,28.6652977413,125.0,472.0,105051.0,Matthew Ebden,R,AUS,29.218343600300003,490.0,77.0,0.0,0.04899135446685879,0.0345821325648415,0.5850144092219021,0.16666666666666666,0.06666666666666667,0.05476190476190476,0.5404761904761904,0.0,0.25,0,4
2017-0407,Rotterdam,Hard,32.0,A,20170213.0,283.0,134868.0,Tallon Griekspoor,R,NED,20.6187542779,317.0,156.0,104180.0,Gilles Muller,L,LUX,33.7686516085,28.0,1370.0,,,,,0.55,0.194,0.048,0.6913333333333334,,0.55,0,17
2017-0506,Buenos Aires,Clay,32.0,A,20170213.0,284.0,106043.0,Diego Sebastian Schwartzman,R,ARG,24.4955509925,50.0,890.0,105487.0,Facundo Bagnis,L,ARG,26.962354551700003,78.0,667.0,0.4,0.035075653370013754,0.030949105914718018,0.6045392022008254,0.4,0.05238095238095238,0.06190476190476191,0.5850340136054422,0.4375,0.4666666666666667,1,6
2017-0402,Memphis,Hard,32.0,A,20170213.0,284.0,111442.0,Jordan Thompson,R,AUS,22.819986310700003,63.0,744.0,105932.0,Nikoloz Basilashvili,R,RUS,24.9746748802,67.0,714.0,0.3,0.07692307692307693,0.026604973973395025,0.6419895893580104,0.35,0.03482880755608028,0.049586776859504134,0.6092089728453365,0.35294117647058826,0.26666666666666666,0,11
2017-0407,Rotterdam,Hard,32.0,A,20170213.0,284.0,106432.0,Borna Coric,R,CRO,20.2491444216,61.0,750.0,111575.0,Karen Khachanov,R,RUS,20.733744011,48.0,904.0,0.25,0.07813446396123562,0.03573591762568141,0.6268927922471229,0.5,0.13541076487252124,0.041359773371104816,0.6651558073654391,0.3,0.5,0,7
2017-0407,Rotterdam,Hard,32.0,A,20170213.0,285.0,105227.0,Marin Cilic,R,CRO,28.3778234086,7.0,3470.0,105332.0,Benoit Paire,R,FRA,27.7700205339,42.0,1040.0,0.6,0.1463112213267204,0.030998140111593304,0.6732796032238065,0.6,0.1167192429022082,0.05741324921135647,0.6,0.6,0.6,1,23
2017-0506,Buenos Aires,Clay,32.0,A,20170213.0,286.0,104655.0,Pablo Cuevas,R,URU,31.1184120465,22.0,1745.0,105238.0,Alexandr Dolgopolov,R,UKR,28.2683093771,66.0,715.0,0.45,0.07450738916256158,0.04556650246305419,0.6163793103448276,0.35,0.08681875792141952,0.050697084917617236,0.6273764258555133,0.75,0.45454545454545453,0,0
2017-0402,Memphis,Hard,32.0,A,20170213.0,286.0,106415.0,Yoshihito Nishioka,L,JPN,21.3826146475,99.0,595.0,104545.0,John Isner,R,USA,31.8028747433,23.0,1715.0,0.35,0.029792746113989636,0.02849740932642487,0.6023316062176166,0.65,0.22736732570239335,0.02445369406867846,0.7174817898022893,0.4,0.65,0,1
2017-0407,Rotterdam,Hard,32.0,A,20170213.0,286.0,106233.0,Dominic Thiem,R,AUT,23.446954141,8.0,3405.0,104468.0,Gilles Simon,R,FRA,32.1314168378,24.0,1470.0,0.6,0.07971014492753623,0.03804347826086957,0.6280193236714976,0.65,0.043137254901960784,0.03790849673202614,0.6052287581699346,0.6,0.65,1,12
2017-0506,Buenos Aires,Clay,32.0,A,20170213.0,287.0,105589.0,Gerald Melzer,L,AUT,26.5900068446,101.0,580.0,105819.0,Guido Andreozzi,R,ARG,25.5277207392,142.0,418.0,0.4117647058823529,0.05136540962288687,0.03836150845253576,0.6105331599479844,0.3333333333333333,0.06563706563706563,0.06563706563706563,0.6138996138996139,0.6,0.5,1,4
2017-0402,Memphis,Hard,32.0,A,20170213.0,287.0,124187.0,Reilly Opelka,U,USA,19.4633812457,180.0,318.0,105385.0,Donald Young,L,USA,27.5619438741,81.0,656.0,0.2727272727272727,0.16512820512820514,0.046153846153846156,0.6871794871794872,0.45,0.04988399071925754,0.048723897911832945,0.6218097447795824,0.3,0.45,0,6
2017-0407,Rotterdam,Hard,32.0,A,20170213.0,287.0,105732.0,Pierre Hugues Herbert,R,FRA,25.9110198494,109.0,530.0,105539.0,Evgeny Donskoy,R,RUS,26.7679671458,132.0,446.0,0.35,0.11010215664018161,0.0510783200908059,0.6430192962542566,0.3,0.056896551724137934,0.028160919540229885,0.6091954022988506,0.35294117647058826,0.23529411764705882,1,8
2017-0506,Buenos Aires,Clay,32.0,A,20170213.0,288.0,105807.0,Pablo Carreno Busta,R,ESP,25.5934291581,25.0,1450.0,105561.0,Alessandro Giannessi,L,ITA,26.7104722793,127.0,466.0,0.6,0.06722189173111243,0.02676977989292088,0.6531826293872695,0.4,0.05,0.058333333333333334,0.59375,0.6,1.0,1,3
2017-0402,Memphis,Hard,32.0,A,20170213.0,288.0,105023.0,Sam Querrey,R,USA,29.3552361396,29.0,1365.0,105992.0,Ryan Harrison,R,USA,24.772073921999997,62.0,746.0,0.55,0.16638176638176638,0.05185185185185185,0.6598290598290598,0.3,0.10847044485070079,0.043875685557586835,0.6617915904936015,0.6,0.3,0,0
2017-0407,Rotterdam,Hard,32.0,A,20170213.0,288.0,104898.0,Robin Haase,R,NED,29.8590006845,57.0,808.0,105676.0,David Goffin,R,BEL,26.1875427789,11.0,3035.0,0.4,0.11910994764397906,0.041884816753926704,0.6524869109947644,0.8,0.07857581338244321,0.044812768569674644,0.6316758747697975,0.3,0.8,0,3
2017-0506,Buenos Aires,Clay,32.0,A,20170213.0,289.0,104919.0,Leonardo Mayer,R,ARG,29.7522245038,148.0,396.0,105077.0,Albert Ramos,L,ESP,29.0759753593,26.0,1400.0,0.5,0.07742703990470517,0.03752233472304944,0.6700416914830256,0.65,0.0449438202247191,0.04057428214731586,0.6104868913857678,0.42857142857142855,0.65,0,5
2017-0402,Memphis,Hard,32.0,A,20170213.0,289.0,106000.0,Damir Dzumhur,R,BIH,24.7364818617,86.0,637.0,104327.0,Steve Darcis,R,BEL,32.9226557153,55.0,822.0,0.4,0.02857142857142857,0.04257703081232493,0.6044817927170868,0.45,0.049464558898521166,0.02804691483936767,0.6374298827129016,0.35,0.4444444444444444,0,3
2017-0407,Rotterdam,Hard,32.0,A,20170213.0,289.0,105777.0,Grigor Dimitrov,R,BUL,25.749486653,12.0,2925.0,104797.0,Denis Istomin,R,UZB,30.436687200500003,76.0,668.0,0.75,0.10864345738295318,0.036614645858343335,0.6812725090036015,0.6,0.08673932788374206,0.02452316076294278,0.6412352406902816,0.75,0.3125,1,16
2017-0506,Buenos Aires,Clay,32.0,A,20170213.0,290.0,106329.0,Thiago Monteiro,L,BRA,22.7077344285,84.0,645.0,103990.0,Tommy Robredo,R,ESP,34.7898699521,550.0,62.0,0.3888888888888889,0.042735042735042736,0.03341103341103341,0.6076146076146076,0.3333333333333333,0.05084745762711865,0.025423728813559324,0.6065375302663438,0.5,1.0,1,11
2017-0402,Memphis,Hard,32.0,A,20170213.0,290.0,105985.0,Darian King,R,BAR,24.802190280599998,140.0,421.0,105062.0,Mikhail Kukushkin,R,KAZ,29.1362080767,103.0,573.0,0.0,0.02072538860103627,0.02072538860103627,0.5647668393782384,0.25,0.036931818181818184,0.022727272727272728,0.5784090909090909,0.0,0.4,0,14
2017-0407,Rotterdam,Hard,32.0,A,20170213.0,290.0,104259.0,Philipp Kohlschreiber,R,GER,33.3305954825,33.0,1270.0,105373.0,Martin Klizan,L,SVK,27.5947980835,73.0,685.0,0.65,0.06900958466453674,0.03578274760383387,0.6415335463258786,0.35,0.03692674210839786,0.03752233472304944,0.5979749851101847,0.6,0.3,0,11
2017-0506,Buenos Aires,Clay,32.0,A,20170213.0,291.0,104122.0,Carlos Berlocq,R,ARG,34.0287474333,77.0,668.0,103970.0,David Ferrer,R,ESP,34.8692676249,27.0,1400.0,0.4,0.04072043852779953,0.028974158183241974,0.5763508222396241,0.7,0.033214709371293,0.045670225385527875,0.6453143534994069,0.4166666666666667,0.7,0,9
2017-0402,Memphis,Hard,32.0,A,20170213.0,291.0,105449.0,Steve Johnson,R,USA,27.140314852800003,30.0,1345.0,105065.0,Tim Smyczek,R,USA,29.125256673499997,162.0,358.0,0.5,0.09286675639300135,0.03297442799461642,0.6662180349932705,0.47368421052631576,0.06724244293645898,0.02961135101789019,0.6138186304750154,0.5,0.4375,1,9
2017-0407,Rotterdam,Hard,32.0,A,20170213.0,291.0,104607.0,Tomas Berdych,R,CZE,31.40862423,13.0,2790.0,104755.0,Richard Gasquet,R,FRA,30.6584531143,19.0,1875.0,0.8,0.13310344827586207,0.04275862068965517,0.6806896551724138,0.75,0.06035767511177347,0.027570789865871834,0.657973174366617,0.8,0.75,1,3
2017-0506,Buenos Aires,Clay,32.0,A,20170213.0,292.0,105311.0,Joao Sousa,R,POR,27.8767967146,41.0,1055.0,105643.0,Federico Delbonis,L,ARG,26.3600273785,45.0,930.0,0.55,0.05124653739612189,0.019390581717451522,0.6440443213296398,0.45,0.06200787401574803,0.03986220472440945,0.6343503937007874,0.65,0.7,1,8
2017-0402,Memphis,Hard,32.0,A,20170213.0,292.0,105051.0,Matthew Ebden,R,AUS,29.218343600300003,490.0,77.0,126203.0,Taylor Harry Fritz,R,USA,19.2963723477,114.0,513.0,0.2857142857142857,0.0600375234521576,0.04878048780487805,0.5422138836772983,0.25,0.09194745859508852,0.034837235865219876,0.6230725299828669,0.4,0.25,0,10
2017-0407,Rotterdam,Hard,32.0,A,20170213.0,292.0,104542.0,Jo Wilfried Tsonga,R,FRA,31.8275154004,14.0,2730.0,104180.0,Gilles Muller,L,LUX,33.7686516085,28.0,1370.0,0.8,0.1393979057591623,0.03534031413612566,0.7009162303664922,0.6,0.1956668923493568,0.04807041299932295,0.6960054163845633,0.8,0.6,1,3
2017-0506,Buenos Aires,Clay,32.0,A,20170213.0,293.0,105453.0,Kei Nishikori,R,JPN,27.1266255989,5.0,4625.0,106043.0,Diego Sebastian Schwartzman,R,ARG,24.4955509925,50.0,890.0,0.7,0.04716981132075472,0.027672955974842768,0.6446540880503144,0.45,0.036301369863013695,0.03219178082191781,0.6109589041095891,0.7647058823529411,0.47058823529411764,1,8
2017-0402,Memphis,Hard,32.0,A,20170213.0,293.0,103333.0,Ivo Karlovic,R,CRO,37.9603011636,20.0,1875.0,105932.0,Nikoloz Basilashvili,R,RUS,24.9746748802,67.0,714.0,0.6,0.24931053502482073,0.06674020959735245,0.7291781577495863,0.4,0.035558328134747345,0.049906425452276984,0.6107298814722395,0.65,0.3125,0,12
2017-0407,Rotterdam,Hard,32.0,A,20170213.0,293.0,106432.0,Borna Coric,R,CRO,20.2491444216,61.0,750.0,105227.0,Marin Cilic,R,CRO,28.3778234086,7.0,3470.0,0.2,0.07196029776674938,0.03287841191066997,0.6246898263027295,0.6,0.14579552329098608,0.030852994555353903,0.6757410768300061,0.25,0.6,0,11
2017-0506,Buenos Aires,Clay,32.0,A,20170213.0,294.0,105238.0,Alexandr Dolgopolov,R,UKR,28.2683093771,66.0,715.0,105589.0,Gerald Melzer,L,AUT,26.5900068446,101.0,580.0,0.4,0.08886027044430135,0.05215711526078558,0.6297488731487444,0.4444444444444444,0.05236907730673317,0.03678304239401496,0.6178304239401496,0.5,0.6363636363636364,1,4
2017-0402,Memphis,Hard,32.0,A,20170213.0,294.0,105385.0,Donald Young,L,USA,27.5619438741,81.0,656.0,104545.0,John Isner,R,USA,31.8028747433,23.0,1715.0,0.5,0.04797687861271676,0.047398843930635835,0.6260115606936416,0.7,0.23001038421599168,0.024402907580477674,0.7185877466251298,0.5,0.7,0,0
2017-0407,Rotterdam,Hard,32.0,A,20170213.0,294.0,105732.0,Pierre Hugues Herbert,R,FRA,25.9110198494,109.0,530.0,106233.0,Dominic Thiem,R,AUT,23.446954141,8.0,3405.0,0.4,0.1104225352112676,0.049014084507042255,0.6467605633802817,0.6,0.07739183424741011,0.037781840341255334,0.6294942108470445,0.3888888888888889,0.6,0,9
2017-0506,Buenos Aires,Clay,32.0,A,20170213.0,295.0,105077.0,Albert Ramos,L,ESP,29.0759753593,26.0,1400.0,105807.0,Pablo Carreno Busta,R,ESP,25.5934291581,25.0,1450.0,0.65,0.04286589099816289,0.039804041641151255,0.6129822412737294,0.65,0.0668693009118541,0.026747720364741642,0.652887537993921,0.7,0.65,0,0
2017-0402,Memphis,Hard,32.0,A,20170213.0,295.0,106000.0,Damir Dzumhur,R,BIH,24.7364818617,86.0,637.0,105992.0,Ryan Harrison,R,USA,24.772073921999997,62.0,746.0,0.35,0.02817711328349626,0.0425531914893617,0.6032202415181138,0.35,0.10760667903525047,0.04452690166975881,0.6641929499072357,0.35,0.35,0,2
2017-0407,Rotterdam,Hard,32.0,A,20170213.0,295.0,105676.0,David Goffin,R,BEL,26.1875427789,11.0,3035.0,105777.0,Grigor Dimitrov,R,BUL,25.749486653,12.0,2925.0,0.8,0.07706201083684527,0.041541240216736906,0.633955448524985,0.75,0.10929951690821256,0.03683574879227053,0.6884057971014492,0.8,0.75,1,5
2017-0506,Buenos Aires,Clay,32.0,A,20170213.0,296.0,104122.0,Carlos Berlocq,R,ARG,34.0287474333,77.0,668.0,106329.0,Thiago Monteiro,L,BRA,22.7077344285,84.0,645.0,0.375,0.039640987284966345,0.028421839940164548,0.581151832460733,0.42105263157894735,0.042222222222222223,0.03481481481481481,0.6081481481481481,0.38461538461538464,0.5384615384615384,1,0
2017-0402,Memphis,Hard,32.0,A,20170213.0,296.0,105449.0,Steve Johnson,R,USA,27.140314852800003,30.0,1345.0,105062.0,Mikhail Kukushkin,R,KAZ,29.1362080767,103.0,573.0,0.55,0.09259259259259259,0.03306878306878307,0.6646825396825397,0.3,0.038953488372093024,0.023255813953488372,0.5837209302325581,0.55,0.45,0,5
2017-0407,Rotterdam,Hard,32.0,A,20170213.0,296.0,105373.0,Martin Klizan,L,SVK,27.5947980835,73.0,685.0,104607.0,Tomas Berdych,R,CZE,31.40862423,13.0,2790.0,0.35,0.037703016241299306,0.0382830626450116,0.601508120649652,0.8,0.13604972375690608,0.04143646408839779,0.6802486187845304,0.3,0.8,0,0
2017-0506,Buenos Aires,Clay,32.0,A,20170213.0,297.0,105453.0,Kei Nishikori,R,JPN,27.1266255989,5.0,4625.0,105311.0,Joao Sousa,R,POR,27.8767967146,41.0,1055.0,0.7,0.047129909365558914,0.023564954682779457,0.6447129909365559,0.55,0.056428571428571425,0.02142857142857143,0.6442857142857142,0.7777777777777778,0.7,1,4
2017-0402,Memphis,Hard,32.0,A,20170213.0,297.0,105932.0,Nikoloz Basilashvili,R,RUS,24.9746748802,67.0,714.0,105051.0,Matthew Ebden,R,AUS,29.218343600300003,490.0,77.0,0.45,0.036546943919344675,0.05103969754253308,0.6168872085696282,0.25,0.05501618122977346,0.04692556634304207,0.558252427184466,0.35294117647058826,0.3333333333333333,1,6
2017-0407,Rotterdam,Hard,32.0,A,20170213.0,297.0,104542.0,Jo Wilfried Tsonga,R,FRA,31.8275154004,14.0,2730.0,105227.0,Marin Cilic,R,CRO,28.3778234086,7.0,3470.0,0.8,0.13597359735973596,0.03564356435643564,0.7036303630363037,0.65,0.14929920780012187,0.031078610603290677,0.680073126142596,0.8,0.65,0,10
2017-0506,Buenos Aires,Clay,32.0,A,20170213.0,298.0,105238.0,Alexandr Dolgopolov,R,UKR,28.2683093771,66.0,715.0,105807.0,Pablo Carreno Busta,R,ESP,25.5934291581,25.0,1450.0,0.45,0.09144350097975179,0.05225342913128674,0.6322664924885696,0.65,0.0634638196915777,0.025504151838671413,0.6494661921708185,0.5384615384615384,0.65,0,1
2017-0402,Memphis,Hard,32.0,A,20170213.0,298.0,105385.0,Donald Young,L,USA,27.5619438741,81.0,656.0,105992.0,Ryan Harrison,R,USA,24.772073921999997,62.0,746.0,0.5,0.048505358150028204,0.047941342357586014,0.6328257191201354,0.4,0.10516605166051661,0.04489544895448955,0.6605166051660517,0.5,0.4,0,6
2017-0407,Rotterdam,Hard,32.0,A,20170213.0,298.0,105676.0,David Goffin,R,BEL,26.1875427789,11.0,3035.0,105732.0,Pierre Hugues Herbert,R,FRA,25.9110198494,109.0,530.0,0.8,0.07757065544197234,0.03848466626578473,0.6319903788334336,0.35,0.11155152887882219,0.04813137032842582,0.6540203850509626,0.8,0.3684210526315789,1,1
2017-0506,Buenos Aires,Clay,32.0,A,20170213.0,299.0,104122.0,Carlos Berlocq,R,ARG,34.0287474333,77.0,668.0,105453.0,Kei Nishikori,R,JPN,27.1266255989,5.0,4625.0,0.4117647058823529,0.0446491849751949,0.029057406094968107,0.5839829907866761,0.7,0.045676004872107184,0.02253349573690621,0.6443361753958587,0.42857142857142855,0.7894736842105263,0,4
2017-0402,Memphis,Hard,32.0,A,20170213.0,299.0,105932.0,Nikoloz Basilashvili,R,RUS,24.9746748802,67.0,714.0,105062.0,Mikhail Kukushkin,R,KAZ,29.1362080767,103.0,573.0,0.45,0.039240506329113925,0.05189873417721519,0.6183544303797468,0.35,0.041941282204913125,0.023367285799880167,0.5907729179149191,0.3888888888888889,0.45,1,3
2017-0407,Rotterdam,Hard,32.0,A,20170213.0,299.0,104607.0,Tomas Berdych,R,CZE,31.40862423,13.0,2790.0,104542.0,Jo Wilfried Tsonga,R,FRA,31.8275154004,14.0,2730.0,0.85,0.1369006254343294,0.03961084086170952,0.6858929812369701,0.75,0.13411458333333334,0.033854166666666664,0.7044270833333334,0.85,0.75,0,4
2017-0506,Buenos Aires,Clay,32.0,A,20170213.0,300.0,105453.0,Kei Nishikori,R,JPN,27.1266255989,5.0,4625.0,105238.0,Alexandr Dolgopolov,R,UKR,28.2683093771,66.0,715.0,0.7,0.04474940334128878,0.023269689737470168,0.6390214797136038,0.4,0.09299279633267846,0.051735428945645055,0.627373935821873,0.8,0.5,0,3
2017-0402,Memphis,Hard,32.0,A,20170213.0,300.0,105992.0,Ryan Harrison,R,USA,24.772073921999997,62.0,746.0,105932.0,Nikoloz Basilashvili,R,RUS,24.9746748802,67.0,714.0,0.45,0.10532837670384139,0.04460966542750929,0.6623296158612144,0.5,0.04090909090909091,0.0512987012987013,0.6168831168831169,0.45,0.42105263157894735,1,6
2017-0407,Rotterdam,Hard,32.0,A,20170213.0,300.0,104542.0,Jo Wilfried Tsonga,R,FRA,31.8275154004,14.0,2730.0,105676.0,David Goffin,R,BEL,26.1875427789,11.0,3035.0,0.75,0.13579433091628212,0.03032300593276203,0.7079762689518787,0.8,0.07735495945102933,0.036805988771054274,0.6388022457891454,0.75,0.8,0,5
2017-M-DC-2017-G1-AO-M-TPE-CHN-01,Davis Cup G1 R1: TPE vs CHN,None,4.0,D,20170217.0,1.0,104251.0,Ti Chen,R,TPE,33.3661875428,265.0,196.0,104810.0,Zhe Li,R,CHN,30.4010951403,244.0,216.0,1.0,0.00847457627118644,0.0,0.5677966101694916,0.0,0.02631578947368421,0.017543859649122806,0.5,,,0,3
2017-M-DC-2017-G1-AO-M-TPE-CHN-01,Davis Cup G1 R1: TPE vs CHN,None,4.0,D,20170217.0,2.0,200059.0,Yibing Wu,R,CHN,17.3360711841,927.0,14.0,105359.0,Jason Jung,R,TPE,27.665982204000002,168.0,348.0,,,,,,,,,,,0,8
2017-M-DC-2017-G1-AO-M-TPE-CHN-01,Davis Cup G1 R1: TPE vs CHN,None,4.0,D,20170217.0,4.0,134120.0,Kuan Yi Lee,U,TPE,20.4298425736,452.0,88.0,104810.0,Zhe Li,R,CHN,30.4010951403,244.0,216.0,1.0,0.08947368421052632,0.03684210526315789,0.6421052631578947,0.3333333333333333,0.060810810810810814,0.02027027027027027,0.5777027027027027,,1.0,0,6
2017-0499,Delray Beach,Hard,32.0,A,20170220.0,270.0,105385.0,Donald Young,L,USA,27.5811088296,69.0,726.0,103333.0,Ivo Karlovic,R,CRO,37.979466119099996,20.0,1875.0,0.45,0.046444954128440366,0.0481651376146789,0.6295871559633027,0.55,0.24427054220234767,0.06875349357182783,0.7272219116825042,0.45,0.6,0,4
2017-6932,Rio De Janeiro,Clay,32.0,A,20170220.0,270.0,106233.0,Dominic Thiem,R,AUT,23.4661190965,8.0,3375.0,104386.0,Janko Tipsarevic,R,SRB,32.6652977413,96.0,603.0,0.65,0.07468123861566485,0.037037037037037035,0.6302367941712204,0.3,0.06687898089171974,0.04331210191082802,0.6356687898089172,0.75,0.2857142857142857,1,15
2017-0499,Delray Beach,Hard,32.0,A,20170220.0,271.0,126203.0,Taylor Harry Fritz,R,USA,19.3155373032,112.0,516.0,117361.0,Akira Santillan,R,AUS,19.7508555784,193.0,289.0,0.3,0.09263521288837745,0.0333716915995397,0.6173762945914845,0.0,0.05357142857142857,0.03571428571428571,0.5803571428571429,0.3,0.0,1,2
2017-0496,Marseille,Hard,32.0,A,20170220.0,271.0,105011.0,Illya Marchenko,R,UKR,29.453798768000002,93.0,604.0,126094.0,Andrey Rublev,R,RUS,19.3374401095,111.0,518.0,0.3,0.0676730869338886,0.0614263404476835,0.6173867777199376,0.2,0.06318681318681318,0.04395604395604396,0.6195054945054945,0.3,0.25,1,5
2017-6932,Rio De Janeiro,Clay,32.0,A,20170220.0,271.0,105487.0,Facundo Bagnis,L,ARG,26.981519507199998,82.0,657.0,105583.0,Dusan Lajovic,R,SRB,26.6447638604,97.0,597.0,0.4,0.05390463026952315,0.0608154803040774,0.5798203178991016,0.35,0.041427660930529,0.025493945188017845,0.6354365838113448,0.4375,0.55,0,10
2017-0499,Delray Beach,Hard,32.0,A,20170220.0,272.0,105932.0,Nikoloz Basilashvili,R,RUS,24.9938398357,53.0,858.0,103163.0,Tommy Haas,R,GER,38.8856947296,1024.0,10.0,0.45,0.04068241469816273,0.051181102362204724,0.613517060367454,,,,,0.4,,1,13
2017-0496,Marseille,Hard,32.0,A,20170220.0,272.0,103898.0,Julien Benneteau,R,FRA,35.1704312115,120.0,482.0,133430.0,Denis Shapovalov,L,CAN,17.853524982899998,255.0,205.0,0.3,0.09944064636420137,0.039776258545680544,0.6308266003729024,0.16666666666666666,0.09183673469387756,0.053061224489795916,0.6326530612244898,0.29411764705882354,0.16666666666666666,1,0
2017-6932,Rio De Janeiro,Clay,32.0,A,20170220.0,272.0,106043.0,Diego Sebastian Schwartzman,R,ARG,24.514715948000003,51.0,865.0,105952.0,Renzo Olivo,R,ARG,24.9363449692,92.0,605.0,0.45,0.03903477643718949,0.031227821149751596,0.6061036195883606,0.4,0.04525993883792049,0.054434250764525995,0.5920489296636086,0.4444444444444444,0.47058823529411764,1,8
2017-0499,Delray Beach,Hard,32.0,A,20170220.0,273.0,106071.0,Bernard Tomic,R,AUS,24.334017795999998,31.0,1285.0,104327.0,Steve Darcis,R,BEL,32.9418206708,57.0,842.0,0.55,0.11585365853658537,0.03536585365853658,0.650609756097561,0.5,0.04754440961337513,0.02612330198537095,0.6374085684430512,0.55,0.47368421052631576,0,1
2017-0496,Marseille,Hard,32.0,A,20170220.0,273.0,104468.0,Gilles Simon,R,FRA,32.1505817933,23.0,1495.0,111575.0,Karen Khachanov,R,RUS,20.7529089665,48.0,904.0,0.6,0.04188829787234043,0.03723404255319149,0.6090425531914894,0.55,0.13543394140409065,0.04145936981757877,0.6666666666666666,0.6,0.55,1,16
2017-6932,Rio De Janeiro,Clay,32.0,A,20170220.0,273.0,103893.0,Paolo Lorenzi,R,ITA,35.1841204654,40.0,1052.0,105643.0,Federico Delbonis,L,ARG,26.379192334000003,52.0,860.0,0.5,0.05685218432076601,0.04129263913824058,0.6337522441651705,0.45,0.06003078501795793,0.04155977424320164,0.6346844535659313,0.6,0.65,0,25
2017-0499,Delray Beach,Hard,32.0,A,20170220.0,274.0,106058.0,Jack Sock,R,USA,24.4079397673,21.0,1855.0,105430.0,Radu Albot,R,MDA,27.277207392199998,89.0,623.0,0.8,0.07888631090487239,0.040023201856148494,0.6589327146171694,0.25,0.02747844827586207,0.032327586206896554,0.5770474137931034,0.8,0.3076923076923077,1,8
2017-6932,Rio De Janeiro,Clay,32.0,A,20170220.0,274.0,105963.0,Arthur De Greef,R,BEL,24.9034907598,138.0,421.0,104655.0,Pablo Cuevas,R,URU,31.1375770021,30.0,1290.0,0.3333333333333333,0.04961832061068702,0.026717557251908396,0.6030534351145038,0.4,0.07673568818514007,0.045676004872107184,0.6224116930572473,,0.7,0,12
2017-0499,Delray Beach,Hard,32.0,A,20170220.0,275.0,104198.0,Guillermo Garcia Lopez,R,ESP,33.716632443499996,99.0,595.0,104460.0,Dustin Brown,R,GER,32.2026009582,84.0,651.0,0.4,0.046481601032924466,0.05358295674628793,0.5945771465461588,0.4,0.07728494623655914,0.04771505376344086,0.6512096774193549,0.4,0.42105263157894735,0,1
2017-0496,Marseille,Hard,32.0,A,20170220.0,275.0,104291.0,Malek Jaziri,R,TUN,33.0869267625,47.0,908.0,105723.0,Andrey Kuznetsov,R,RUS,25.9958932238,61.0,790.0,0.6,0.07004830917874397,0.03985507246376811,0.6334541062801933,0.45,0.07207792207792207,0.046753246753246755,0.6149350649350649,0.6,0.45,1,3
2017-6932,Rio De Janeiro,Clay,32.0,A,20170220.0,275.0,106044.0,Nicolas Kicker,R,ARG,24.514715948000003,123.0,472.0,106065.0,Marco Cecchinato,R,ITA,24.391512662600004,194.0,288.0,0.4,0.027842227378190254,0.04640371229698376,0.6264501160092807,0.23076923076923078,0.03739316239316239,0.02564102564102564,0.6057692307692307,0.4,0.2727272727272727,1,4
2017-0499,Delray Beach,Hard,32.0,A,20170220.0,276.0,106415.0,Yoshihito Nishioka,L,JPN,21.401779602999998,91.0,609.0,106293.0,Kimmer Coppejans,R,BEL,23.0362765229,204.0,269.0,0.35,0.029069767441860465,0.028423772609819122,0.6111111111111112,0.0,0.009615384615384616,0.03365384615384615,0.5576923076923077,0.35,,1,11
2017-0496,Marseille,Hard,32.0,A,20170220.0,276.0,105539.0,Evgeny Donskoy,R,RUS,26.787132101300003,117.0,491.0,105613.0,Norbert Gombos,R,SVK,26.524298425700003,128.0,455.0,0.25,0.05709342560553633,0.02768166089965398,0.6055363321799307,,,,,0.2222222222222222,,0,5
