tourney_id,tourney_name,surface,drap1_size,tourney_level,tourney_date,match_num,p1_id,p1_name,p1_hand,p1_ioc,p1_age,p1_rank,p1_rank_points,p2_id,p2_name,p2_hand,p2_ioc,p2_age,p2_rank,p2_rank_points,p1_win_prob_20w,p1_ace_prob_20w,p1_df_prob_20w,p1_svptWon_prob_20w,p2_win_prob_20w,p2_ace_prob_20w,p2_df_prob_20w,p2_svptWon_prob_20w,p1_surface_win_prob_20w,p2_surface_win_prob_20w,p1_win,diff_points
2016-0321,Stuttgart,Grass,32.0,A,20160606.0,300.0,106233.0,Dominic Thiem,R,AUT,22.75701574,7.0,3105.0,104259.0,Philipp Kohlschreiber,R,GER,32.64065708,26.0,1450.0,0.7,0.06238964096527369,0.04120070629782225,0.6621542083578575,0.65,0.07821637426900585,0.02046783625730994,0.6535087719298246,0.6666666666666666,1.0,1,5
2016-0500,Halle,Grass,32.0,A,20160613.0,270.0,105453.0,Kei Nishikori,R,JPN,26.45585216,6.0,4290.0,106298.0,Lucas Pouille,R,FRA,22.30253251,29.0,1311.0,0.75,0.025285972305839857,0.026490066225165563,0.6381697772426249,0.45,0.06548347613219094,0.03671970624235006,0.6181150550795593,,0.0,1,9
2016-0311,London,Grass,32.0,A,20160613.0,270.0,104269.0,Fernando Verdasco,L,ESP,32.57768652,53.0,900.0,104527.0,Stanislas Wawrinka,R,SUI,31.21149897,5.0,5035.0,0.65,0.07080242751180041,0.04045853000674309,0.6540795684423466,0.8,0.07227414330218068,0.02554517133956386,0.6722741433021807,,,0,16
2016-0500,Halle,Grass,32.0,A,20160613.0,271.0,104548.0,Brian Baker,R,USA,31.121149900000002,594.0,50.0,104252.0,Florian Mayer,R,GER,32.689938399999996,192.0,286.0,0.0,0.032407407407407406,0.06018518518518518,0.5092592592592593,0.42857142857142855,0.052313883299798795,0.02012072434607646,0.607645875251509,,0.6666666666666666,0,3
2016-0311,London,Grass,32.0,A,20160613.0,271.0,104731.0,Kevin Anderson,R,RSA,30.07255305,20.0,1760.0,106071.0,Bernard Tomic,R,AUS,23.6440794,22.0,1625.0,0.3,0.11604938271604938,0.05802469135802469,0.6444444444444445,0.5,0.09353846153846154,0.02523076923076923,0.6443076923076924,,0.5,0,10
2016-0311,London,Grass,32.0,A,20160613.0,272.0,104868.0,James Ward,R,GBR,29.34154689,178.0,309.0,104180.0,Gilles Muller,L,LUX,33.09787817,41.0,1045.0,,,,,0.5,0.1810926949048496,0.04604051565377532,0.6721915285451197,,0.8,0,5
2016-0500,Halle,Grass,32.0,A,20160613.0,273.0,104312.0,Andreas Seppi,R,ITA,32.30937714,40.0,1075.0,103970.0,David Ferrer,R,ESP,34.19849418,14.0,2605.0,0.55,0.07378524295140972,0.029994001199760048,0.6370725854829035,0.65,0.0341055341055341,0.03732303732303732,0.6164736164736164,1.0,0.5,0,4
2016-0311,London,Grass,32.0,A,20160613.0,273.0,104545.0,John Isner,R,USA,31.132101300000002,17.0,2100.0,105223.0,Juan Martin Del Potro,R,ARG,27.72073922,166.0,320.0,0.8,0.2564102564102564,0.029663147310206132,0.7370537958773253,0.35294117647058826,0.09333333333333334,0.03428571428571429,0.6771428571428572,1.0,0.5,1,13
2016-0500,Halle,Grass,32.0,A,20160613.0,274.0,106233.0,Dominic Thiem,R,AUT,22.7761807,7.0,3175.0,105311.0,Joao Sousa,R,POR,27.20602327,30.0,1275.0,0.7,0.06549707602339182,0.0391812865497076,0.6666666666666666,0.55,0.028894472361809045,0.02512562814070352,0.614321608040201,0.75,,1,12
2016-0311,London,Grass,32.0,A,20160613.0,274.0,106401.0,Nick Kyrgios,R,AUS,21.13073238,19.0,1855.0,105683.0,Milos Raonic,R,CAN,25.46201232,9.0,2965.0,0.6,0.13306982872200263,0.02766798418972332,0.6772068511198946,0.75,0.10634081902245707,0.03302509907529723,0.6710700132100397,,,0,10
2016-0500,Halle,Grass,32.0,A,20160613.0,275.0,103893.0,Paolo Lorenzi,R,ITA,34.49418207,48.0,940.0,104559.0,Teymuraz Gabashvili,R,RUS,31.05817933,95.0,616.0,0.55,0.07142857142857142,0.02727272727272727,0.6149350649350649,0.4,0.05009276437847866,0.049474335188620905,0.6147186147186147,,,0,18
2016-0311,London,Grass,32.0,A,20160613.0,275.0,104871.0,Jeremy Chardy,R,FRA,29.33333333,33.0,1175.0,106210.0,Jiri Vesely,L,CZE,22.92676249,68.0,758.0,0.6,0.08727514990006663,0.06928714190539641,0.6209193870752832,0.4,0.08426635238656452,0.03535651149086624,0.6582203889216264,,,0,2
2016-0500,Halle,Grass,32.0,A,20160613.0,276.0,105723.0,Andrey Kuznetsov,R,RUS,25.30595483,43.0,1018.0,103333.0,Ivo Karlovic,R,CRO,37.28952772,28.0,1405.0,0.55,0.061317183951551855,0.03936411809235428,0.6442089326267979,0.47058823529411764,0.22184986595174264,0.05563002680965148,0.7117962466487936,,1.0,0,11
2016-0311,London,Grass,32.0,A,20160613.0,276.0,105577.0,Vasek Pospisil,R,CAN,25.97399042,46.0,955.0,105385.0,Donald Young,L,USA,26.89117043,75.0,712.0,0.2222222222222222,0.0962425840474621,0.04218852999340804,0.6110744891232696,0.4375,0.049194991055456175,0.05008944543828265,0.5894454382826476,0.0,,0,4
2016-0500,Halle,Grass,32.0,A,20160613.0,277.0,104259.0,Philipp Kohlschreiber,R,GER,32.65982204,25.0,1555.0,104719.0,Marcel Granollers,R,ESP,30.17111567,45.0,972.0,0.6,0.08211551844119694,0.020876826722338204,0.6506610995128741,0.5,0.04779145546705286,0.0166545981173063,0.6212889210716872,0.8,,1,6
2016-0311,London,Grass,32.0,A,20160613.0,277.0,105138.0,Roberto Bautista Agut,R,ESP,28.16427105,16.0,2150.0,105023.0,Sam Querrey,R,USA,28.684462699999997,32.0,1180.0,0.6,0.043092522179974654,0.02788339670468948,0.6121673003802282,0.8,0.14295925661186562,0.030736240171551108,0.6783416726233024,,1.0,1,10
2016-0500,Halle,Grass,32.0,A,20160613.0,278.0,100644.0,Alexander Zverev,R,GER,19.14852841,38.0,1130.0,104678.0,Viktor Troicki,R,SRB,30.33812457,24.0,1565.0,0.55,0.06024774774774775,0.04560810810810811,0.6283783783783784,0.55,0.06941176470588235,0.020588235294117647,0.6058823529411764,,0.0,0,4
2016-0311,London,Grass,32.0,A,20160613.0,278.0,103852.0,Feliciano Lopez,L,ESP,34.72963723,21.0,1630.0,105227.0,Marin Cilic,R,CRO,27.70704997,13.0,2605.0,0.5,0.09884467265725289,0.027599486521181,0.637997432605905,0.65,0.12059369202226346,0.03463203463203463,0.6394557823129252,0.0,1.0,0,7
2016-0500,Halle,Grass,32.0,A,20160613.0,279.0,103794.0,Benjamin Becker,R,GER,34.99247091,114.0,520.0,105208.0,Ernests Gulbis,R,LAT,27.78644764,59.0,836.0,0.3333333333333333,0.07038391224862889,0.03290676416819013,0.6096892138939671,0.29411764705882354,0.11952744961779013,0.05559416261292564,0.6233495482974287,0.0,,0,2
2016-0311,London,Grass,32.0,A,20160613.0,279.0,105777.0,Grigor Dimitrov,R,BUL,25.07871321,37.0,1150.0,104386.0,Janko Tipsarevic,R,SRB,31.97535934,553.0,58.0,0.6,0.04779639975170701,0.04717566728739913,0.6176288019863438,0.0,0.04395604395604396,0.04395604395604396,0.5604395604395604,0.0,,0,1
2016-0500,Halle,Grass,32.0,A,20160613.0,280.0,104460.0,Dustin Brown,R,GER,31.51266256,87.0,673.0,105077.0,Albert Ramos,L,ESP,28.40520192,35.0,1165.0,0.625,0.09246088193456614,0.03840682788051209,0.6002844950213371,0.45,0.03323262839879154,0.027190332326283987,0.6181268882175227,,,0,9
2016-0311,London,Grass,32.0,A,20160613.0,280.0,105173.0,Adrian Mannarino,L,FRA,27.95619439,57.0,860.0,104198.0,Guillermo Garcia Lopez,R,ESP,33.02669405,54.0,900.0,0.45,0.059333333333333335,0.026,0.616,0.45,0.042244224422442245,0.04554455445544554,0.6264026402640264,0.3333333333333333,0.5,0,6
2016-0500,Halle,Grass,32.0,A,20160613.0,281.0,104607.0,Tomas Berdych,R,CZE,30.73785079,8.0,3030.0,104571.0,Marcos Baghdatis,R,CYP,30.98973306,42.0,1040.0,0.7,0.06695069993913573,0.030432136335970784,0.6409007912355448,0.55,0.08629088378566457,0.04523312456506611,0.6325678496868476,,0.0,0,14
2016-0311,London,Grass,32.0,A,20160613.0,281.0,104755.0,Richard Gasquet,R,FRA,29.98767967,10.0,2905.0,105449.0,Steve Johnson,R,USA,26.46954141,39.0,1110.0,0.75,0.047113470471134705,0.025879230258792303,0.6449900464499004,0.42105263157894735,0.10721247563352826,0.03508771929824561,0.6458739441195581,,0.0,0,5
2016-0500,Halle,Grass,32.0,A,20160613.0,282.0,105676.0,David Goffin,R,BEL,25.51676934,11.0,2735.0,106432.0,Borna Coric,R,CRO,19.57837098,49.0,935.0,0.7,0.0599250936329588,0.033707865168539325,0.6348314606741573,0.5,0.08252740167633785,0.029013539651837523,0.6350741457124436,,,1,3
2016-0311,London,Grass,32.0,A,20160613.0,282.0,104468.0,Gilles Simon,R,FRA,31.46064339,18.0,1855.0,106378.0,Kyle Edmund,R,GBR,21.42915811,85.0,676.0,0.65,0.03676913803496082,0.028330319469559977,0.6033755274261603,0.3076923076923077,0.07082630691399663,0.023608768971332208,0.6340640809443507,0.5,,0,1
2016-0500,Halle,Grass,32.0,A,20160613.0,283.0,104660.0,Sergiy Stakhovsky,R,UKR,30.43394935,100.0,590.0,106045.0,Denis Kudla,R,USA,23.8220397,60.0,830.0,0.2,0.08458390177353342,0.036834924965893585,0.6193724420190996,0.5,0.07686622320768663,0.031781226903178125,0.6341463414634146,0.5,0.5,0,0
2016-0311,London,Grass,32.0,A,20160613.0,283.0,103908.0,Paul Henri Mathieu,R,FRA,34.41752225,61.0,820.0,105554.0,Daniel Evans,R,GBR,26.05886379,92.0,628.0,0.5,0.058433734939759036,0.03493975903614458,0.6144578313253012,0.0,0.0673076923076923,0.0625,0.5336538461538461,0.5,,1,6
2016-0500,Halle,Grass,32.0,A,20160613.0,284.0,105575.0,Ricardas Berankis,R,LTU,25.97946612,56.0,890.0,104291.0,Malek Jaziri,R,TUN,32.39698836,64.0,787.0,0.38461538461538464,0.05226130653266332,0.031155778894472363,0.614070351758794,0.4117647058823529,0.04682868998221695,0.036751630112625965,0.6200355660936574,,1.0,0,2
2016-0311,London,Grass,32.0,A,20160613.0,284.0,105332.0,Benoit Paire,R,FRA,27.09924709,23.0,1596.0,105379.0,Aljaz Bedene,R,GBR,26.90485969,58.0,845.0,0.55,0.06662225183211193,0.051299133910726186,0.5762824783477681,0.4,0.11336515513126491,0.029236276849642005,0.6372315035799523,,0.5,0,3
2016-0500,Halle,Grass,32.0,A,20160613.0,285.0,103819.0,Roger Federer,R,SUI,34.84736482,3.0,6745.0,105526.0,Jan Lennard Struff,R,GER,26.13552361,88.0,661.0,0.8888888888888888,0.10127531882970743,0.0277569392348087,0.6946736684171043,0.3,0.0782608695652174,0.03354037267080745,0.6335403726708074,1.0,0.5,1,5
2016-0311,London,Grass,32.0,A,20160613.0,285.0,103917.0,Nicolas Mahut,R,FRA,34.39288159,51.0,919.0,104918.0,Andy Murray,R,GBR,29.08145106,2.0,8915.0,0.35,0.06981519507186858,0.03559206023271732,0.6522929500342232,0.8,0.07427536231884058,0.027777777777777776,0.660024154589372,0.6,,0,3
2016-0311,London,Grass,32.0,A,20160613.0,286.0,106071.0,Bernard Tomic,R,AUS,23.6440794,22.0,1625.0,104269.0,Fernando Verdasco,L,ESP,32.57768652,53.0,900.0,0.5,0.0930817610062893,0.024528301886792454,0.650314465408805,0.65,0.06850235057085292,0.03895231699126931,0.664204163868368,0.6,0.0,1,0
2016-0500,Halle,Grass,32.0,A,20160613.0,287.0,104312.0,Andreas Seppi,R,ITA,32.30937714,40.0,1075.0,105216.0,Yuichi Sugita,R,JPN,27.73442847,102.0,551.0,0.55,0.07160048134777376,0.02888086642599278,0.6389891696750902,0.0,0.047058823529411764,0.03529411764705882,0.5058823529411764,0.5,,1,5
2016-0311,London,Grass,32.0,A,20160613.0,287.0,104545.0,John Isner,R,USA,31.132101300000002,17.0,2100.0,104180.0,Gilles Muller,L,LUX,33.09787817,41.0,1045.0,0.8,0.25100806451612906,0.030745967741935484,0.7308467741935484,0.55,0.18159203980099503,0.046019900497512436,0.6784825870646766,1.0,0.8333333333333334,0,20
2016-0500,Halle,Grass,32.0,A,20160613.0,288.0,106233.0,Dominic Thiem,R,AUT,22.7761807,7.0,3175.0,104559.0,Teymuraz Gabashvili,R,RUS,31.05817933,95.0,616.0,0.75,0.06678809957498483,0.04007285974499089,0.676381299332119,0.45,0.04518664047151277,0.047151277013752456,0.6096922069417158,0.8,1.0,1,4
2016-0311,London,Grass,32.0,A,20160613.0,288.0,105683.0,Milos Raonic,R,CAN,25.46201232,9.0,2965.0,106210.0,Jiri Vesely,L,CZE,22.92676249,68.0,758.0,0.75,0.11198945981554677,0.030961791831357048,0.6785243741765481,0.45,0.08755211435378202,0.034544371649791544,0.658129839189994,1.0,1.0,1,2
2016-0500,Halle,Grass,32.0,A,20160613.0,289.0,104259.0,Philipp Kohlschreiber,R,GER,32.65982204,25.0,1555.0,103333.0,Ivo Karlovic,R,CRO,37.28952772,28.0,1405.0,0.65,0.08321775312066575,0.01872399445214979,0.6539528432732317,0.5,0.22884615384615384,0.05448717948717949,0.7147435897435898,0.8333333333333334,1.0,1,12
2016-0311,London,Grass,32.0,A,20160613.0,289.0,105138.0,Roberto Bautista Agut,R,ESP,28.16427105,16.0,2150.0,105385.0,Donald Young,L,USA,26.89117043,75.0,712.0,0.6,0.04081632653061224,0.02581032412965186,0.6128451380552221,0.47058823529411764,0.048986486486486486,0.05152027027027027,0.5971283783783784,1.0,1.0,1,1
2016-0500,Halle,Grass,32.0,A,20160613.0,290.0,103794.0,Benjamin Becker,R,GER,34.99247091,114.0,520.0,100644.0,Alexander Zverev,R,GER,19.14852841,38.0,1130.0,0.3125,0.07235142118863049,0.03186907838070629,0.6124031007751938,0.5,0.058290888511601587,0.04357668364459536,0.6264855687606112,0.0,0.0,0,8
2016-0311,London,Grass,32.0,A,20160613.0,290.0,104386.0,Janko Tipsarevic,R,SRB,31.97535934,553.0,58.0,105227.0,Marin Cilic,R,CRO,27.70704997,13.0,2605.0,0.3333333333333333,0.04081632653061224,0.030612244897959183,0.5952380952380952,0.65,0.12205700123915737,0.03593556381660471,0.6431226765799256,1.0,1.0,0,15
2016-0500,Halle,Grass,32.0,A,20160613.0,291.0,104460.0,Dustin Brown,R,GER,31.51266256,87.0,673.0,104571.0,Marcos Baghdatis,R,CYP,30.98973306,42.0,1040.0,0.5555555555555556,0.09492847854356307,0.04811443433029909,0.6059817945383615,0.55,0.08650519031141868,0.04359861591695502,0.6339100346020762,0.0,0.5,0,3
2016-0311,London,Grass,32.0,A,20160613.0,291.0,105449.0,Steve Johnson,R,USA,26.46954141,39.0,1110.0,105173.0,Adrian Mannarino,L,FRA,27.95619439,57.0,860.0,0.45,0.10794044665012408,0.03535980148883375,0.6457816377171216,0.4,0.06270847231487658,0.0266844563042028,0.6170780520346898,0.5,0.25,1,4
2016-0500,Halle,Grass,32.0,A,20160613.0,292.0,104660.0,Sergiy Stakhovsky,R,UKR,30.43394935,100.0,590.0,105676.0,David Goffin,R,BEL,25.51676934,11.0,2735.0,0.18181818181818182,0.09806295399515738,0.035108958837772396,0.6295399515738499,0.7,0.06299212598425197,0.03513022410660206,0.6329497274379164,0.3333333333333333,1.0,0,2
2016-0500,Halle,Grass,32.0,A,20160613.0,293.0,103819.0,Roger Federer,R,SUI,34.84736482,3.0,6745.0,104291.0,Malek Jaziri,R,TUN,32.39698836,64.0,787.0,0.8947368421052632,0.10511159107271419,0.028077753779697623,0.7019438444924406,0.4444444444444444,0.047078842881452074,0.036301758366420876,0.6239364719228587,1.0,1.0,1,10
2016-0311,London,Grass,32.0,A,20160613.0,293.0,104918.0,Andy Murray,R,GBR,29.08145106,2.0,8915.0,105379.0,Aljaz Bedene,R,GBR,26.90485969,58.0,845.0,0.8,0.08502772643253234,0.025878003696857672,0.6685150955021565,0.4,0.11169900058788948,0.02880658436213992,0.6313932980599647,1.0,0.6666666666666666,1,4
2016-0500,Halle,Grass,32.0,A,20160613.0,294.0,104312.0,Andreas Seppi,R,ITA,32.30937714,40.0,1075.0,104252.0,Florian Mayer,R,GER,32.689938399999996,192.0,286.0,0.55,0.07156673114119923,0.028368794326241134,0.6415215989684074,0.5,0.0642361111111111,0.019097222222222224,0.6145833333333334,0.6666666666666666,0.75,0,5
2016-0311,London,Grass,32.0,A,20160613.0,294.0,104180.0,Gilles Muller,L,LUX,33.09787817,41.0,1045.0,106071.0,Bernard Tomic,R,AUS,23.6440794,22.0,1625.0,0.55,0.1815856777493606,0.04603580562659847,0.6764705882352942,0.55,0.09073604060913705,0.02284263959390863,0.6516497461928934,0.8571428571428571,0.6666666666666666,0,1
2016-0311,London,Grass,32.0,A,20160613.0,295.0,105683.0,Milos Raonic,R,CAN,25.46201232,9.0,2965.0,105138.0,Roberto Bautista Agut,R,ESP,28.16427105,16.0,2150.0,0.8,0.11452879581151833,0.030104712041884817,0.693717277486911,0.6,0.04102259215219976,0.02437574316290131,0.6141498216409037,1.0,1.0,1,13
2016-0500,Halle,Grass,32.0,A,20160613.0,296.0,100644.0,Alexander Zverev,R,GER,19.14852841,38.0,1130.0,104571.0,Marcos Baghdatis,R,CYP,30.98973306,42.0,1040.0,0.55,0.05260115606936416,0.04450867052023121,0.6225433526011561,0.55,0.08770718232044199,0.04488950276243094,0.638121546961326,0.5,0.6666666666666666,1,9
2016-0311,London,Grass,32.0,A,20160613.0,296.0,105227.0,Marin Cilic,R,CRO,27.70704997,13.0,2605.0,105449.0,Steve Johnson,R,USA,26.46954141,39.0,1110.0,0.65,0.12365250475586556,0.03424223208623969,0.6461636017755231,0.5,0.11266747868453106,0.03532277710109622,0.6492082825822169,1.0,0.6666666666666666,1,3
2016-0500,Halle,Grass,32.0,A,20160613.0,297.0,103819.0,Roger Federer,R,SUI,34.84736482,3.0,6745.0,105676.0,David Goffin,R,BEL,25.51676934,11.0,2735.0,0.9,0.10435383552176918,0.026952315134761574,0.7021423635107118,0.7,0.06400469759248385,0.0369935408103347,0.6294773928361714,1.0,1.0,1,2
2016-0311,London,Grass,32.0,A,20160613.0,297.0,104918.0,Andy Murray,R,GBR,29.08145106,2.0,8915.0,106378.0,Kyle Edmund,R,GBR,21.42915811,85.0,676.0,0.8,0.08531383302864107,0.026203534430225474,0.667885435709933,0.35714285714285715,0.07041139240506329,0.0245253164556962,0.6329113924050633,1.0,1.0,1,3
2016-0500,Halle,Grass,32.0,A,20160613.0,298.0,106233.0,Dominic Thiem,R,AUT,22.7761807,7.0,3175.0,104252.0,Florian Mayer,R,GER,32.689938399999996,192.0,286.0,0.8,0.0687960687960688,0.038083538083538086,0.6762899262899262,0.5555555555555556,0.08307210031347963,0.017241379310344827,0.6316614420062696,0.8333333333333334,0.8,0,3
2016-0311,London,Grass,32.0,A,20160613.0,298.0,106071.0,Bernard Tomic,R,AUS,23.6440794,22.0,1625.0,105683.0,Milos Raonic,R,CAN,25.46201232,9.0,2965.0,0.55,0.09565217391304348,0.02236024844720497,0.6577639751552795,0.8,0.12058627581612258,0.029313790806129246,0.6942038640906063,0.7142857142857143,1.0,0,3
2016-0500,Halle,Grass,32.0,A,20160613.0,299.0,103819.0,Roger Federer,R,SUI,34.84736482,3.0,6745.0,100644.0,Alexander Zverev,R,GER,19.14852841,38.0,1130.0,0.9,0.10616438356164383,0.0273972602739726,0.6993150684931507,0.55,0.056346044393853156,0.0443938531587934,0.624359704040979,1.0,0.6666666666666666,0,8
2016-0311,London,Grass,32.0,A,20160613.0,299.0,104918.0,Andy Murray,R,GBR,29.08145106,2.0,8915.0,105227.0,Marin Cilic,R,CRO,27.70704997,13.0,2605.0,0.85,0.08963414634146341,0.02621951219512195,0.6701219512195122,0.65,0.11990111248454882,0.033992583436341164,0.6477132262051916,1.0,1.0,1,16
2016-0500,Halle,Grass,32.0,A,20160613.0,300.0,100644.0,Alexander Zverev,R,GER,19.14852841,38.0,1130.0,104252.0,Florian Mayer,R,GER,32.689938399999996,192.0,286.0,0.6,0.059853190287972896,0.044042913608131,0.6363636363636364,0.6,0.0847953216374269,0.01608187134502924,0.6418128654970761,0.75,0.8333333333333334,0,8
2016-0311,London,Grass,32.0,A,20160613.0,300.0,105683.0,Milos Raonic,R,CAN,25.46201232,9.0,2965.0,104918.0,Andy Murray,R,GBR,29.08145106,2.0,8915.0,0.8,0.12271186440677966,0.027796610169491524,0.6969491525423729,0.85,0.09219422249539029,0.02581438229870928,0.6724031960663799,1.0,1.0,0,1
2016-0741,Nottingham,Grass,64.0,A,20160620.0,239.0,103565.0,Stephane Robert,R,FRA,36.09308693,81.0,693.0,105454.0,Brydan Klein,R,AUS,26.46954141,257.0,200.0,0.5,0.07807118254879448,0.04477611940298507,0.6073478760045924,,,,,,,1,4
2016-0741,Nottingham,Grass,64.0,A,20160620.0,240.0,105554.0,Daniel Evans,R,GBR,26.07802875,95.0,628.0,106281.0,Liam Broady,L,GBR,22.45859001,234.0,224.0,0.0,0.084375,0.053125,0.571875,,,,,0.0,,1,15
2016-0741,Nottingham,Grass,64.0,A,20160620.0,243.0,105539.0,Evgeny Donskoy,R,RUS,26.11635866,79.0,705.0,106045.0,Denis Kudla,R,USA,23.84120465,66.0,770.0,0.3076923076923077,0.04867634500426986,0.02049530315969257,0.609735269000854,0.5,0.08145454545454546,0.029818181818181817,0.6276363636363637,,0.6666666666666666,0,8
2016-0741,Nottingham,Grass,64.0,A,20160620.0,244.0,106043.0,Diego Sebastian Schwartzman,R,ARG,23.84394251,72.0,746.0,124014.0,Ernesto Escobedo,R,USA,19.96167009,277.0,177.0,0.3684210526315789,0.02660300136425648,0.03274215552523874,0.5954979536152797,0.0,0.14516129032258066,0.0967741935483871,0.6935483870967742,,0.0,0,8
2016-0741,Nottingham,Grass,64.0,A,20160620.0,247.0,104586.0,Lukas Rosol,R,CZE,30.90759754,75.0,740.0,106378.0,Kyle Edmund,R,GBR,21.44832307,68.0,758.0,0.5,0.07636967349197565,0.029883785279468732,0.6447149972329829,0.3333333333333333,0.07047477744807122,0.02373887240356083,0.6283382789317508,,0.5,0,6
2016-0741,Nottingham,Grass,64.0,A,20160620.0,248.0,105528.0,Alexander Ward,U,GBR,26.14099932,244.0,215.0,104433.0,Frank Dancevic,R,CAN,31.73169062,292.0,168.0,,,,,0.0,0.031007751937984496,0.023255813953488372,0.5891472868217055,,,0,4
2016-0741,Nottingham,Grass,64.0,A,20160620.0,251.0,104559.0,Teymuraz Gabashvili,R,RUS,31.07734428,104.0,571.0,104022.0,Mikhail Youzhny,R,RUS,33.98767967,73.0,743.0,0.4,0.04560475875743556,0.04560475875743556,0.6040978189028421,0.45454545454545453,0.04373522458628842,0.04964539007092199,0.6099290780141844,0.5,0.6666666666666666,0,2
2016-0741,Nottingham,Grass,64.0,A,20160620.0,252.0,106210.0,Jiri Vesely,L,CZE,22.94592745,64.0,780.0,104547.0,Horacio Zeballos,L,ARG,31.14852841,85.0,686.0,0.45,0.09004739336492891,0.03317535545023697,0.6593601895734598,0.42857142857142855,0.06457564575645756,0.03505535055350553,0.6014760147601476,0.5,1.0,1,6
2016-0741,Nottingham,Grass,64.0,A,20160620.0,255.0,104291.0,Malek Jaziri,R,TUN,32.41615332,60.0,824.0,104868.0,James Ward,R,GBR,29.36071184,177.0,309.0,0.42105263157894735,0.04727872457394173,0.036833424958768554,0.6239692138537658,0.0,0.16666666666666666,0.018518518518518517,0.6666666666666666,0.6666666666666666,0.0,1,1
2016-0741,Nottingham,Grass,64.0,A,20160620.0,256.0,126203.0,Taylor Harry Fritz,R,USA,18.64476386,63.0,788.0,105173.0,Adrian Mannarino,L,FRA,27.97535934,54.0,880.0,0.23529411764705882,0.10488505747126436,0.034482758620689655,0.6228448275862069,0.4,0.06457925636007827,0.0273972602739726,0.6177429876060013,0.0,0.2,0,3
2016-0741,Nottingham,Grass,64.0,A,20160620.0,259.0,111442.0,Jordan Thompson,R,AUS,22.16837782,91.0,657.0,103794.0,Benjamin Becker,R,GER,35.01163587,103.0,573.0,0.4,0.06636155606407322,0.02745995423340961,0.6727688787185355,0.29411764705882354,0.0725604670558799,0.0316930775646372,0.6071726438698916,,0.0,0,3
2016-0741,Nottingham,Grass,64.0,A,20160620.0,260.0,104534.0,Dudi Sela,R,ISR,31.21149897,71.0,751.0,103401.0,Jan Hernych,R,CZE,36.95550992,324.0,146.0,0.35714285714285715,0.03023598820058997,0.036135693215339236,0.577433628318584,,,,,0.5,,1,1
2016-0741,Nottingham,Grass,64.0,A,20160620.0,263.0,105064.0,Thomaz Bellucci,L,BRA,28.47364819,62.0,790.0,105357.0,John Millman,R,AUS,27.01711157,67.0,770.0,0.6,0.047959914101646385,0.06227630637079456,0.5969935576234788,0.45,0.05474040632054176,0.0208803611738149,0.6196388261851016,,1.0,0,5
2016-0741,Nottingham,Grass,64.0,A,20160620.0,264.0,104797.0,Denis Istomin,R,UZB,29.78507871,65.0,771.0,106000.0,Damir Dzumhur,R,BIH,24.08487337,90.0,660.0,0.2631578947368421,0.0879725085910653,0.02336769759450172,0.6164948453608248,0.55,0.028395061728395062,0.013580246913580247,0.5950617283950618,1.0,,0,9
2016-0741,Nottingham,Grass,64.0,A,20160620.0,267.0,103607.0,Victor Estrella,R,DOM,35.88227242,78.0,705.0,104330.0,Rajeev Ram,R,USA,32.25735797,74.0,743.0,0.5789473684210527,0.04702627939142462,0.029045643153526972,0.6058091286307054,0.5,0.08890180127832656,0.029633933759442184,0.6496223126089483,,0.0,0,16
2016-0741,Nottingham,Grass,64.0,A,20160620.0,268.0,103898.0,Julien Benneteau,R,FRA,34.49965777,547.0,59.0,104471.0,Ivan Dodig,R,CRO,31.46338125,76.0,724.0,0.0,0.09689922480620156,0.029069767441860465,0.5910852713178295,0.3333333333333333,0.07981580966999233,0.03837298541826554,0.6162701458173446,,0.0,0,1
2016-0741,Nottingham,Grass,64.0,A,20160620.0,270.0,104655.0,Pablo Cuevas,R,URU,30.46680356,25.0,1450.0,103565.0,Stephane Robert,R,FRA,36.09308693,81.0,693.0,0.7,0.08693149107656879,0.03051237766263673,0.6856649395509499,0.5454545454545454,0.07650862068965517,0.04525862068965517,0.6163793103448276,,1.0,1,4
2016-0741,Nottingham,Grass,64.0,A,20160620.0,271.0,105575.0,Ricardas Berankis,R,LTU,25.99863107,53.0,890.0,105554.0,Daniel Evans,R,GBR,26.07802875,95.0,628.0,0.35714285714285715,0.052830188679245285,0.03018867924528302,0.6179245283018868,0.25,0.07529411764705882,0.047058823529411764,0.5952941176470589,0.0,0.5,0,5
2016-0741,Nottingham,Grass,64.0,A,20160620.0,272.0,104571.0,Marcos Baghdatis,R,CYP,31.00889802,40.0,1130.0,105539.0,Evgeny Donskoy,R,RUS,26.11635866,79.0,705.0,0.55,0.08701657458563536,0.04558011049723757,0.6429558011049724,0.2857142857142857,0.05250403877221325,0.01938610662358643,0.6114701130856219,0.5,0.0,1,4
2016-0741,Nottingham,Grass,64.0,A,20160620.0,273.0,105023.0,Sam Querrey,R,USA,28.70362765,33.0,1180.0,124014.0,Ernesto Escobedo,R,USA,19.96167009,277.0,177.0,0.75,0.15253077975376197,0.029411764705882353,0.6826265389876881,0.5,0.12727272727272726,0.07272727272727272,0.7181818181818181,0.8,0.5,1,0
