tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,p1_id,p1_name,p1_hand,p1_ioc,p1_age,p1_rank,p1_rank_points,p2_id,p2_name,p2_hand,p2_ioc,p2_age,p2_rank,p2_rank_points,p1_win_prob_20w,p1_ace_prob_20w,p1_df_prob_20w,p1_svptWon_prob_20w,p2_win_prob_20w,p2_ace_prob_20w,p2_df_prob_20w,p2_svptWon_prob_20w,p1_surface_win_prob_20w,p2_surface_win_prob_20w,p1_win,diff_points
2017-0329,Tokyo,Hard,32,A,20171002,300,105676,David Goffin,R,BEL,26.8199863107,11,2855,105173,Adrian Mannarino,L,FRA,29.2594113621,31,1335,0.85,0.095057034220532,0.037479630635524,0.65073329712113,0.7,0.055154300722259,0.032173342087984,0.630991464215364,0.85,0.7,1,1
2017-5014,Shanghai Masters,Hard,64,M,20171009,239,106043,Diego Sebastian Schwartzman,R,ARG,25.1471594798,26,1720,111442,Jordan Thompson,R,AUS,23.4715947981,72,717,0.7,0.035181872391175,0.033989266547406,0.610614192009541,0.5,0.064168086314594,0.039182282793867,0.593412833617263,0.65,0.55,1,14
2017-5014,Shanghai Masters,Hard,64,M,20171009,240,103852,Feliciano Lopez,L,ESP,36.052019165,34,1295,103333,Ivo Karlovic,R,CRO,38.6119096509,52,910,0.65,0.147403685092127,0.034059184812954,0.685092127303183,0.6,0.233502538071066,0.055273547659335,0.724760293288212,0.45,0.55,1,1
2017-5014,Shanghai Masters,Hard,64,M,20171009,241,105238,Alexandr Dolgopolov,R,UKR,28.9199178645,41,1116,106058,Jack Sock,R,USA,25.0403832991,20,2175,0.5,0.084905660377359,0.038409703504043,0.658355795148248,0.6,0.074312463428906,0.045640725570509,0.632533645406671,0.45,0.55,0,7
2017-5014,Shanghai Masters,Hard,64,M,20171009,242,105138,Roberto Bautista Agut,R,ESP,29.4866529774,13,2525,111202,Hyeon Chung,R,KOR,21.3908281999,60,860,0.8,0.039688164422396,0.038270729978739,0.663359319631467,0.4,0.053374233128834,0.048466257668712,0.633742331288344,0.75,0.35,0,1
2017-5014,Shanghai Masters,Hard,64,M,20171009,243,104898,Robin Haase,R,NED,30.5106091718,44,1085,104755,Richard Gasquet,R,FRA,31.3100616016,31,1410,0.5,0.118304885226604,0.041789287816363,0.644496762801648,0.4,0.034931912374186,0.027827116637063,0.646536412078153,0.45,0.5,0,14
2017-5014,Shanghai Masters,Hard,64,M,20171009,244,200059,Yibing Wu,R,CHN,17.9876796715,324,149,104468,Gilles Simon,R,FRA,32.7830253251,47,980,0,0.062937062937063,0.020979020979021,0.622377622377622,0.45,0.030878859857482,0.032660332541568,0.592636579572446,0,0.5,0,1
2017-5014,Shanghai Masters,Hard,64,M,20171009,247,103893,Paolo Lorenzi,R,ITA,35.8165639973,39,1190,105379,Aljaz Bedene,R,GBR,28.2272416153,48,968,0.65,0.054506206152186,0.040474905558554,0.63086886130599,0.5,0.099941211052322,0.022927689594356,0.66549088771311,0.45,0.25,0,9
2017-5014,Shanghai Masters,Hard,64,M,20171009,248,106000,Damir Dzumhur,R,BIH,25.3880903491,37,1191,126094,Andrey Rublev,R,RUS,19.9698836413,35,1247,0.6,0.038511749347259,0.04242819843342,0.614882506527415,0.65,0.054914881933004,0.043382756727073,0.608456891817683,0.6,0.45,0,3
2017-5014,Shanghai Masters,Hard,64,M,20171009,249,105932,Nikoloz Basilashvili,R,RUS,25.6262833676,59,862,105223,Juan Martin Del Potro,R,ARG,29.0431211499,23,1865,0.3,0.043908472479901,0.045763760049474,0.596165739022882,0.7,0.120679554774458,0.038664323374341,0.665495020503808,0.45,0.65,0,2
2017-5014,Shanghai Masters,Hard,64,M,20171009,250,105583,Dusan Lajovic,R,SRB,27.2772073922,73,707,104545,John Isner,R,USA,32.4544832307,16,2470,0.45,0.040514469453376,0.021221864951769,0.648874598070739,0.75,0.253909158600149,0.032017870439315,0.737900223380491,0.45,0.7,0,4
2017-5014,Shanghai Masters,Hard,64,M,20171009,251,111575,Karen Khachanov,R,RUS,21.3853524983,40,1125,126774,Stefanos Tsitsipas,R,GRE,19.1594798084,131,444,0.65,0.09828141783029,0.04672395273899,0.622448979591837,0,0.075471698113208,0.033018867924528,0.614779874213837,0.45,0,0,3
2017-5014,Shanghai Masters,Hard,64,M,20171009,252,133430,Denis Shapovalov,L,CAN,18.4859685147,50,926,104678,Viktor Troicki,R,SRB,31.6605065024,54,895,0.4,0.100481026189204,0.053447354355959,0.67076429716729,0.4,0.083016476552598,0.049429657794677,0.61723700887199,0.388888888888889,0.5,0,11
2017-5014,Shanghai Masters,Hard,64,M,20171009,255,105077,Albert Ramos,L,ESP,29.7275838467,25,1755,105311,Joao Sousa,R,POR,28.5284052019,63,825,0.65,0.056713523994183,0.028599127484246,0.626272418807562,0.45,0.061315496098105,0.031772575250836,0.620401337792642,0.5,0.35,1,5
2017-5014,Shanghai Masters,Hard,64,M,20171009,256,104999,Mischa Zverev,L,GER,30.1327857632,27,1652,105526,Jan Lennard Struff,R,GER,27.4579055441,58,863,0.6,0.076443941109853,0.03510758776897,0.656851642129105,0.5,0.105110336817654,0.059814169570267,0.631823461091754,0.6,0.55,0,0
2017-5014,Shanghai Masters,Hard,64,M,20171009,257,104731,Kevin Anderson,R,RSA,31.394934976,15,2470,105173,Adrian Mannarino,L,FRA,29.2785763176,29,1570,0.65,0.199071387115496,0.037724898432966,0.710969239698201,0.7,0.057834566240753,0.032279757901816,0.633490248823134,0.65,0.7,1,2
2017-5014,Shanghai Masters,Hard,64,M,20171009,258,106401,Nick Kyrgios,R,AUS,22.4531143053,21,2045,105449,Steve Johnson,R,USA,27.7919233402,45,1045,0.7,0.18958818958819,0.059052059052059,0.702408702408702,0.6,0.100604727872457,0.037932930181418,0.647608576140737,0.75,0.55,0,4
2017-5014,Shanghai Masters,Hard,64,M,20171009,259,104871,Jeremy Chardy,R,FRA,30.6557152635,83,630,105842,Di Wu,R,CHN,26.0698151951,233,217,0.4,0.119157340355497,0.054641211323239,0.652402896642528,0.090909090909091,0.022411953041622,0.023479188900747,0.562433297758805,0.4,0.142857142857143,0,10
2017-5014,Shanghai Masters,Hard,64,M,20171009,260,106378,Kyle Edmund,R,GBR,22.7515400411,53,902,106210,Jiri Vesely,L,CZE,24.2491444216,62,825,0.6,0.067080745341615,0.033540372670808,0.640993788819876,0.45,0.067894131185271,0.062140391254315,0.614499424626007,0.6,0.4,1,6
2017-5014,Shanghai Masters,Hard,64,M,20171009,263,105992,Ryan Harrison,R,USA,25.4236824093,46,990,105585,Ze Zhang,R,CHN,27.266255989,221,231,0.25,0.100871731008717,0.044831880448319,0.629514321295143,0.5,0.050059594755662,0.057210965435042,0.589988081048868,0.45,0.2,1,8
2017-5014,Shanghai Masters,Hard,64,M,20171009,264,105332,Benoit Paire,R,FRA,28.4216290212,38,1190,126207,Francis Tiafoe,R,USA,19.7180013689,92,588,0.55,0.105515587529976,0.064148681055156,0.619304556354916,0.3,0.092037228541882,0.036711478800414,0.640124095139607,0.5,0.3,0,5
2017-5014,Shanghai Masters,Hard,64,M,20171009,265,105023,Sam Querrey,R,USA,30.006844627,17,2445,105216,Yuichi Sugita,R,JPN,29.0568104038,36,1209,0.85,0.17289972899729,0.033604336043361,0.696476964769648,0.6,0.045425048669695,0.035691109669046,0.615833874107722,0.8,0.5,1,6
2017-5014,Shanghai Masters,Hard,64,M,20171009,266,106421,Daniil Medvedev,R,RUS,21.659137577,64,814,106298,Lucas Pouille,R,FRA,23.6249144422,24,1825,0.5,0.097470697100555,0.056755089450956,0.623072177668106,0.6,0.107629427792916,0.052679382379655,0.658492279745686,0.45,0.55,0,8
2017-5014,Shanghai Masters,Hard,64,M,20171009,267,104926,Fabio Fognini,R,ITA,30.379192334,28,1650,104269,Fernando Verdasco,L,ESP,33.9000684463,43,1090,0.6,0.039379474940334,0.05727923627685,0.610978520286396,0.5,0.059297639608521,0.043753598157743,0.639608520437536,0.6,0.45,1,3
2017-5014,Shanghai Masters,Hard,64,M,20171009,268,111577,Jared Donaldson,R,USA,20.9993155373,56,883,104655,Pablo Cuevas,R,URU,31.7700205339,32,1325,0.55,0.094859241126071,0.046511627906977,0.667074663402693,0.5,0.048327137546468,0.046468401486989,0.62639405204461,0.6,0.3,0,2
2017-5014,Shanghai Masters,Hard,64,M,20171009,270,106043,Diego Sebastian Schwartzman,R,ARG,25.1471594798,26,1720,103819,Roger Federer,R,SUI,36.1697467488,2,7505,0.7,0.03780271707029,0.03425871234495,0.617247489663319,0.9,0.122617534942821,0.024142312579416,0.728081321473952,0.7,0.85,0,1
2017-5014,Shanghai Masters,Hard,64,M,20171009,271,105238,Alexandr Dolgopolov,R,UKR,28.9199178645,41,1116,103852,Feliciano Lopez,L,ESP,36.052019165,34,1295,0.45,0.087719298245614,0.039811066126856,0.661943319838057,0.65,0.147108366086468,0.032004491858507,0.691184727681078,0.4,0.5,0,10
2017-5014,Shanghai Masters,Hard,64,M,20171009,272,104755,Richard Gasquet,R,FRA,31.3100616016,31,1410,111202,Hyeon Chung,R,KOR,21.3908281999,60,860,0.4,0.034822983168892,0.027278003482298,0.645966337782937,0.4,0.055590650663298,0.047378395451674,0.630448515476942,0.5,0.35,1,1
2017-5014,Shanghai Masters,Hard,64,M,20171009,273,104468,Gilles Simon,R,FRA,32.7830253251,47,980,105676,David Goffin,R,BEL,26.8391512663,10,3055,0.45,0.034713763702802,0.028623629719854,0.597442143727162,0.9,0.096206706981858,0.036283672347444,0.659703133589885,0.5,0.9,0,2
2017-5014,Shanghai Masters,Hard,64,M,20171009,274,100644,Alexander Zverev,R,GER,20.4709103354,4,4400,105379,Aljaz Bedene,R,GBR,28.2272416153,48,968,0.8,0.100928792569659,0.05015479876161,0.674922600619195,0.5,0.106512477175898,0.02130249543518,0.670115642118077,0.8,0.3,1,3
2017-5014,Shanghai Masters,Hard,64,M,20171009,275,105223,Juan Martin Del Potro,R,ARG,29.0431211499,23,1865,126094,Andrey Rublev,R,RUS,19.9698836413,35,1247,0.7,0.114019778941245,0.03955788248982,0.661431064572426,0.65,0.0534262485482,0.043554006968641,0.60801393728223,0.7,0.5,1,5
2017-5014,Shanghai Masters,Hard,64,M,20171009,276,126774,Stefanos Tsitsipas,R,GRE,19.1594798084,131,444,104545,John Isner,R,USA,32.4544832307,16,2470,0.111111111111111,0.085383502170767,0.030390738060782,0.629522431259045,0.75,0.253934191702432,0.031473533619456,0.736766809728183,0.166666666666667,0.75,0,14
2017-5014,Shanghai Masters,Hard,64,M,20171009,277,104678,Viktor Troicki,R,SRB,31.6605065024,54,895,106233,Dominic Thiem,R,AUT,24.0985626283,7,3925,0.4,0.082603254067585,0.048185231539424,0.617647058823529,0.5,0.070498915401302,0.042841648590022,0.652386117136659,0.5,0.55,0,5
2017-5014,Shanghai Masters,Hard,64,M,20171009,278,105077,Albert Ramos,L,ESP,29.7275838467,25,1755,105807,Pablo Carreno Busta,R,ESP,26.2450376454,11,2855,0.65,0.061463414634146,0.029268292682927,0.626829268292683,0.6,0.041755888650964,0.017665952890792,0.626873661670235,0.55,0.7,0,0
2017-5014,Shanghai Masters,Hard,64,M,20171009,279,104731,Kevin Anderson,R,RSA,31.394934976,15,2470,105526,Jan Lennard Struff,R,GER,27.4579055441,58,863,0.7,0.201363073110285,0.037174721189591,0.710656753407683,0.55,0.105988023952096,0.059281437125749,0.629940119760479,0.7,0.55,0,7
2017-5014,Shanghai Masters,Hard,64,M,20171009,280,105449,Steve Johnson,R,USA,27.7919233402,45,1045,105842,Di Wu,R,CHN,26.0698151951,233,217,0.65,0.108108108108108,0.039102932719954,0.657274295572168,0.166666666666667,0.029029029029029,0.022022022022022,0.574574574574575,0.6,0.25,1,12
2017-5014,Shanghai Masters,Hard,64,M,20171009,281,105227,Marin Cilic,R,CRO,29.029431896,5,4155,106378,Kyle Edmund,R,GBR,22.7515400411,53,902,0.85,0.184506209343584,0.034299231224128,0.71377882909521,0.65,0.074920634920635,0.032380952380952,0.643809523809524,0.6,0.65,1,9
2017-5014,Shanghai Masters,Hard,64,M,20171009,282,105992,Ryan Harrison,R,USA,25.4236824093,46,990,105777,Grigor Dimitrov,R,BUL,26.4010951403,9,3455,0.3,0.096875,0.045625,0.62375,0.75,0.100882723833543,0.063682219419924,0.671500630517024,0.5,0.75,0,4
2017-5014,Shanghai Masters,Hard,64,M,20171009,283,126207,Francis Tiafoe,R,USA,19.7180013689,92,588,105023,Sam Querrey,R,USA,30.006844627,17,2445,0.35,0.095057034220532,0.035850081477458,0.6376969038566,0.85,0.1650917176209,0.036131183991106,0.693718732629238,0.35,0.8,0,12
2017-5014,Shanghai Masters,Hard,64,M,20171009,284,106298,Lucas Pouille,R,FRA,23.6249144422,24,1825,104926,Fabio Fognini,R,ITA,30.379192334,28,1650,0.6,0.106635071090047,0.051658767772512,0.653554502369668,0.6,0.036166365280289,0.058468957203135,0.605786618444846,0.6,0.6,0,4
2017-5014,Shanghai Masters,Hard,64,M,20171009,285,111577,Jared Donaldson,R,USA,20.9993155373,56,883,104745,Rafael Nadal,L,ESP,31.3511293634,1,9875,0.55,0.096253602305476,0.045533141210375,0.66685878962536,0.85,0.063816977724263,0.028296207104154,0.715833835039133,0.55,0.85,0,4
2017-5014,Shanghai Masters,Hard,64,M,20171009,286,103819,Roger Federer,R,SUI,36.1697467488,2,7505,105238,Alexandr Dolgopolov,R,UKR,28.9199178645,41,1116,0.9,0.123270440251572,0.023899371069182,0.725157232704402,0.4,0.093515358361775,0.037542662116041,0.664163822525597,0.85,0.4,1,2
2017-5014,Shanghai Masters,Hard,64,M,20171009,287,104755,Richard Gasquet,R,FRA,31.3100616016,31,1410,104468,Gilles Simon,R,FRA,32.7830253251,47,980,0.45,0.039812646370024,0.026346604215457,0.645784543325527,0.45,0.035033804548248,0.027043638598648,0.598647818070068,0.5,0.45,1,9
2017-5014,Shanghai Masters,Hard,64,M,20171009,288,100644,Alexander Zverev,R,GER,20.4709103354,4,4400,105223,Juan Martin Del Potro,R,ARG,29.0431211499,23,1865,0.85,0.098657718120805,0.049664429530201,0.675838926174497,0.7,0.119089316987741,0.039112667834209,0.663747810858144,0.85,0.7,0,8
2017-5014,Shanghai Masters,Hard,64,M,20171009,289,104545,John Isner,R,USA,32.4544832307,16,2470,104678,Viktor Troicki,R,SRB,31.6605065024,54,895,0.75,0.244954766875435,0.032011134307585,0.731384829505915,0.4,0.086983343615053,0.04688463911166,0.624305983960518,0.75,0.45,0,9
2017-5014,Shanghai Masters,Hard,64,M,20171009,290,105526,Jan Lennard Struff,R,GER,27.4579055441,58,863,105077,Albert Ramos,L,ESP,29.7275838467,25,1755,0.6,0.103366804489073,0.056704075605434,0.639102185469581,0.6,0.061224489795918,0.028668610301263,0.627308066083576,0.6,0.5,0,0
2017-5014,Shanghai Masters,Hard,64,M,20171009,291,105227,Marin Cilic,R,CRO,29.029431896,5,4155,105449,Steve Johnson,R,USA,27.7919233402,45,1045,0.85,0.182242990654206,0.033878504672897,0.713785046728972,0.65,0.109080188679245,0.038325471698113,0.65625,0.65,0.6,1,4
2017-5014,Shanghai Masters,Hard,64,M,20171009,292,105023,Sam Querrey,R,USA,30.006844627,17,2445,105777,Grigor Dimitrov,R,BUL,26.4010951403,9,3455,0.85,0.171937895342151,0.038527889591719,0.691776883266245,0.8,0.101010101010101,0.065656565656566,0.672979797979798,0.8,0.75,0,9
2017-5014,Shanghai Masters,Hard,64,M,20171009,293,104745,Rafael Nadal,L,ESP,31.3511293634,1,9875,104926,Fabio Fognini,R,ITA,30.379192334,28,1650,0.85,0.066377171215881,0.027915632754343,0.718982630272953,0.65,0.040465971796444,0.057633353770693,0.613733905579399,0.85,0.65,1,12
2017-5014,Shanghai Masters,Hard,64,M,20171009,294,103819,Roger Federer,R,SUI,36.1697467488,2,7505,104755,Richard Gasquet,R,FRA,31.3100616016,31,1410,0.9,0.13085311096857,0.023733162283515,0.73059653624118,0.5,0.043199065966141,0.026269702276708,0.644483362521891,0.9,0.5,1,9
2017-5014,Shanghai Masters,Hard,64,M,20171009,295,105223,Juan Martin Del Potro,R,ARG,29.0431211499,23,1865,104678,Viktor Troicki,R,SRB,31.6605065024,54,895,0.75,0.125,0.0375,0.679761904761905,0.4,0.096961861667744,0.046541693600517,0.632191338073691,0.75,0.5,1,3
2017-5014,Shanghai Masters,Hard,64,M,20171009,296,105227,Marin Cilic,R,CRO,29.029431896,5,4155,105077,Albert Ramos,L,ESP,29.7275838467,25,1755,0.85,0.18165989553105,0.034822983168892,0.712710388856645,0.6,0.066362715298886,0.026849037487335,0.632725430597771,0.7,0.55,1,8
2017-5014,Shanghai Masters,Hard,64,M,20171009,297,104745,Rafael Nadal,L,ESP,31.3511293634,1,9875,105777,Grigor Dimitrov,R,BUL,26.4010951403,9,3455,0.85,0.068414322250639,0.028132992327366,0.718670076726343,0.8,0.103007037747921,0.062060140754959,0.673704414587332,0.85,0.8,1,1
2017-5014,Shanghai Masters,Hard,64,M,20171009,298,103819,Roger Federer,R,SUI,36.1697467488,2,7505,105223,Juan Martin Del Potro,R,ARG,29.0431211499,23,1865,0.9,0.129911280101394,0.024714828897338,0.728136882129278,0.75,0.123086344151868,0.037354562155542,0.679730557256583,0.9,0.75,1,8
2017-5014,Shanghai Masters,Hard,64,M,20171009,299,104745,Rafael Nadal,L,ESP,31.3511293634,1,9875,105227,Marin Cilic,R,CRO,29.029431896,5,4155,0.9,0.060728744939271,0.029689608636977,0.717948717948718,0.85,0.177712609970674,0.032258064516129,0.709677419354839,0.9,0.7,1,1
2017-5014,Shanghai Masters,Hard,64,M,20171009,300,104745,Rafael Nadal,L,ESP,31.3511293634,1,9875,103819,Roger Federer,R,SUI,36.1697467488,2,7505,0.9,0.057768924302789,0.02788844621514,0.717795484727756,0.9,0.125778331257783,0.023661270236613,0.731008717310087,0.9,0.9,0,3
2017-7485,Antwerp,Hard,32,A,20171016,271,104932,Kenny De Schepper,L,FRA,30.3846680356,155,352,105060,Aldin Setkic,R,BIH,29.8206707734,165,321,0.230769230769231,0.061151079136691,0.027877697841727,0.620503597122302,0,0.045112781954887,0.06015037593985,0.586466165413534,0.25,,1,17
2017-M014,Moscow,Hard,32,A,20171016,271,122330,Alexander Bublik,R,RUS,20.3312799452,107,520,104559,Teymuraz Gabashvili,R,RUS,32.3997262149,229,220,0.142857142857143,0.108202443280977,0.076788830715532,0.556719022687609,0.3,0.051894135962636,0.053450960041515,0.593149974052932,0.166666666666667,0.473684210526316,1,14
2017-0429,Stockholm,Hard,32,A,20171016,271,111202,Hyeon Chung,R,KOR,21.4099931554,54,897,105916,Marton Fucsovics,R,HUN,25.6865160849,103,531,0.35,0.059987631416203,0.048237476808905,0.625850340136054,0.444444444444444,0.069330199764982,0.038190364277321,0.629847238542891,0.3,0.4,1,3
2017-7485,Antwerp,Hard,32,A,20171016,272,105932,Nikoloz Basilashvili,R,RUS,25.6454483231,55,887,103898,Julien Benneteau,R,FRA,35.8220396988,93,575,0.3,0.044144696505212,0.044144696505212,0.59656652360515,0.4,0.084146341463415,0.04390243902439,0.642073170731707,0.4,0.4,0,0
2017-M014,Moscow,Hard,32,A,20171016,272,105583,Dusan Lajovic,R,SRB,27.2963723477,70,726,105575,Ricardas Berankis,R,LTU,27.3210130048,169,310,0.4,0.047619047619048,0.021235521235521,0.652509652509653,0.25,0.028402366863905,0.044378698224852,0.588757396449704,0.45,0.35,0,4
2017-0429,Stockholm,Hard,32,A,20171016,272,105041,Lukas Lacko,R,SVK,29.9520876112,117,478,105132,Jurgen Zopp,R,EST,29.5496235455,180,298,0.4,0.092088197146563,0.036316472114138,0.636186770428016,0.25,0.093283582089552,0.059701492537314,0.641791044776119,0.375,0.5,0,6
2017-7485,Antwerp,Hard,32,A,20171016,273,105967,Henri Laaksonen,R,SUI,25.5441478439,96,566,105238,Alexandr Dolgopolov,R,UKR,28.93908282,36,1231,0.35,0.087127599775155,0.061832490163013,0.641371557054525,0.4,0.091649694501018,0.03530210454854,0.658520027155465,0.294117647058824,0.4,0,6
2017-M014,Moscow,Hard,32,A,20171016,273,105936,Filip Krajinovic,R,SRB,25.6344969199,77,657,126094,Andrey Rublev,R,RUS,19.9890485969,35,1286,0.2,0.052117263843648,0.035830618892508,0.52442996742671,0.65,0.053954629061925,0.047823421213979,0.605150214592275,0.5,0.45,0,6
2017-0429,Stockholm,Hard,32,A,20171016,273,104898,Robin Haase,R,NED,30.5297741273,44,1075,104269,Fernando Verdasco,L,ESP,33.9192334018,43,1090,0.45,0.120116618075802,0.04198250728863,0.641399416909621,0.45,0.064803804994055,0.043995243757432,0.645659928656361,0.45,0.45,0,12
2017-7485,Antwerp,Hard,32,A,20171016,275,105376,Peter Gojowczyk,R,GER,28.2546201232,68,767,105074,Ruben Bemelmans,L,BEL,29.7549623546,98,544,0.5,0.099151989562949,0.049575994781474,0.642530984996738,0.3,0.059055118110236,0.023622047244095,0.645669291338583,0.428571428571429,0.333333333333333,0,10
2017-M014,Moscow,Hard,32,A,20171016,275,104505,Konstantin Kravchuk,R,RUS,32.643394935,260,195,104586,Lukas Rosol,R,CZE,32.2299794661,204,258,0.421052631578947,0.080971659919028,0.038461538461539,0.61808367071525,0.3,0.076195219123506,0.043326693227092,0.632470119521912,0.384615384615385,0.4,0,4
2017-0429,Stockholm,Hard,32,A,20171016,275,105657,Marius Copil,R,ROU,26.9979466119,74,703,105526,Jan Lennard Struff,R,GER,27.4770704997,49,933,0.35,0.117149758454106,0.039251207729469,0.641304347826087,0.55,0.100874635568513,0.058309037900875,0.635568513119534,0.421052631578947,0.6,0,18
2017-7485,Antwerp,Hard,32,A,20171016,276,104660,Sergiy Stakhovsky,R,UKR,31.7754962355,102,534,111577,Jared Donaldson,R,USA,21.0184804928,52,908,0.25,0.085284280936455,0.042363433667782,0.628205128205128,0.55,0.092411260709914,0.049571603427173,0.660954712362301,0.222222222222222,0.55,0,9
2017-M014,Moscow,Hard,32,A,20171016,276,105539,Evgeny Donskoy,R,RUS,27.4387405886,73,707,104297,Rogerio Dutra Silva,R,BRA,33.7002053388,81,648,0.2,0.066622691292876,0.036939313984169,0.621372031662269,0.4,0.04829210836278,0.049469964664311,0.599528857479388,0.25,0.266666666666667,0,3
2017-0429,Stockholm,Hard,32,A,20171016,276,104571,Marcos Baghdatis,R,CYP,32.3312799452,91,580,105613,Norbert Gombos,R,SVK,27.1759069131,83,643,0.6,0.120376597175521,0.05581708137189,0.651647612642905,0.25,0.070555032925682,0.058325493885231,0.603951081843838,0.65,0.285714285714286,0,0
2017-7485,Antwerp,Hard,32,A,20171016,277,105332,Benoit Paire,R,FRA,28.4407939767,39,1155,105311,Joao Sousa,R,POR,28.5475701574,61,825,0.55,0.108904933814681,0.063778580024067,0.613718411552347,0.45,0.061051441492369,0.03391746749576,0.616732617297908,0.45,0.35,0,8
2017-M014,Moscow,Hard,32,A,20171016,277,106432,Borna Coric,R,CRO,20.9199178645,56,886,104534,Dudi Sela,R,ISR,32.5338809035,72,710,0.55,0.079201934703749,0.030229746070133,0.660822249093108,0.3,0.029040404040404,0.039772727272727,0.622474747474748,0.5,0.35,0,9
2017-0429,Stockholm,Hard,32,A,20171016,277,105216,Yuichi Sugita,R,JPN,29.0759753593,37,1184,104797,Denis Istomin,R,UZB,31.1074606434,57,885,0.55,0.046885465505693,0.036838580040188,0.608171466845278,0.4,0.104309806371018,0.020612117426608,0.646470955652717,0.5,0.5,1,5
2017-7485,Antwerp,Hard,32,A,20171016,278,103970,David Ferrer,R,ESP,35.5400410678,31,1425,105882,Stefano Travaglia,U,ITA,25.8288843258,131,432,0.7,0.028279181708785,0.057160048134777,0.621540312876053,0.333333333333333,0.099737532808399,0.05249343832021,0.611548556430446,0.6,0.5,1,8
2017-M014,Moscow,Hard,32,A,20171016,278,106000,Damir Dzumhur,R,BIH,25.4072553046,38,1181,105341,Thomas Fabbiano,R,ITA,28.3915126626,75,699,0.6,0.03871829105474,0.04739652870494,0.608811748998665,0.25,0.024420788979336,0.043206011271133,0.580463368816531,0.6,0.25,1,2
2017-0429,Stockholm,Hard,32,A,20171016,278,104926,Fabio Fognini,R,ITA,30.3983572895,27,1695,104291,Malek Jaziri,R,TUN,33.7385352498,89,596,0.6,0.042138364779874,0.059119496855346,0.612578616352201,0.35,0.054932735426009,0.044282511210762,0.593609865470852,0.6,0.55,1,19
2017-7485,Antwerp,Hard,32,A,20171016,279,104327,Steve Darcis,R,BEL,33.5934291581,65,791,105649,Cedrik Marcel Stebe,L,GER,27.0198494182,78,655,0.45,0.040629095674967,0.018348623853211,0.599606815203146,0.333333333333333,0.04,0.035897435897436,0.557948717948718,0.6,0.5,1,1
2017-M014,Moscow,Hard,32,A,20171016,279,126128,Roman Safiullin,U,RUS,20.1916495551,475,79,106026,Yuki Bhambri,R,IND,25.2840520192,146,372,,,,,0.272727272727273,0.032751091703057,0.041484716157205,0.609170305676856,,0.272727272727273,0,6
2017-0429,Stockholm,Hard,32,A,20171016,279,111200,Elias Ymer,R,SWE,21.5167693361,202,264,104919,Leonardo Mayer,R,ARG,30.4229979466,53,905,0.25,0.050251256281407,0.043790380473798,0.592246949030869,0.4,0.08491142333537,0.036041539401344,0.664019547953574,0,0.526315789473684,0,15
2017-7485,Antwerp,Hard,32,A,20171016,280,133430,Denis Shapovalov,L,CAN,18.5051334702,50,926,124014,Ernesto Escobedo,R,USA,21.2840520192,114,487,0.4,0.098166127292341,0.054476806903991,0.666666666666667,0.45,0.072599531615925,0.034543325526932,0.627634660421546,0.368421052631579,0.333333333333333,0,2
2017-M014,Moscow,Hard,32,A,20171016,280,106210,Jiri Vesely,L,CZE,24.2683093771,63,815,104312,Andreas Seppi,R,ITA,33.6509240246,88,626,0.4,0.066465256797583,0.061631419939577,0.607250755287009,0.4,0.086118251928021,0.02827763496144,0.623393316195373,0.35,0.4,0,10
2017-0429,Stockholm,Hard,32,A,20171016,280,104871,Jeremy Chardy,R,FRA,30.674880219,84,640,105561,Alessandro Giannessi,L,ITA,27.3812457221,139,399,0.4,0.113941018766756,0.054289544235925,0.654825737265416,0.4375,0.046558704453441,0.0472334682861,0.603238866396761,0.4,0.142857142857143,1,9
2017-7485,Antwerp,Hard,32,A,20171016,282,104655,Pablo Cuevas,R,URU,31.7891854894,33,1325,126774,Stefanos Tsitsipas,R,GRE,19.1786447639,122,466,0.5,0.053776435045317,0.046525679758308,0.633232628398792,0.1,0.09765625,0.028645833333333,0.641927083333333,0.3,0.142857142857143,0,7
2017-M014,Moscow,Hard,32,A,20171016,282,103893,Paolo Lorenzi,R,ITA,35.8357289528,40,1155,111513,Laslo Djere,R,SRB,22.3737166324,90,583,0.6,0.053885422575156,0.041973908111174,0.629608621667612,0.454545454545455,0.029374201787995,0.035759897828863,0.616858237547893,0.45,,0,16
2017-0429,Stockholm,Hard,32,A,20171016,282,104999,Mischa Zverev,L,GER,30.1519507187,30,1457,144707,Mikael Ymer,R,SWE,19.1019849418,397,102,0.6,0.073322053017485,0.034404963338974,0.658206429780034,0.375,0.015220700152207,0.0441400304414,0.581430745814307,0.6,0.25,1,2
2017-7485,Antwerp,Hard,32,A,20171016,283,105550,Guido Pella,L,ARG,27.4168377823,64,792,103333,Ivo Karlovic,R,CRO,38.6310746064,51,910,0.6,0.057386363636364,0.023295454545455,0.639772727272727,0.55,0.241418120427687,0.055149127743388,0.727068092290377,0.5,0.55,0,9
2017-M014,Moscow,Hard,32,A,20171016,283,104882,Blaz Kavcic,R,SLO,30.6173853525,105,524,105806,Mirza Basic,R,BIH,26.264202601,209,247,0.5,0.02212389380531,0.070796460176991,0.548672566371681,0.307692307692308,0.077952755905512,0.025196850393701,0.64488188976378,0,0.375,0,11
