tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,p1_id,p1_name,p1_hand,p1_ioc,p1_age,p1_rank,p1_rank_points,p2_id,p2_name,p2_hand,p2_ioc,p2_age,p2_rank,p2_rank_points,p1_win_prob_20w,p1_ace_prob_20w,p1_df_prob_20w,p1_svptWon_prob_20w,p2_win_prob_20w,p2_ace_prob_20w,p2_df_prob_20w,p2_svptWon_prob_20w,p1_surface_win_prob_20w,p2_surface_win_prob_20w,p1_win,diff_points
2017-0533,Sao Paulo,Clay,32,A,20170227,276,105952,Renzo Olivo,R,ARG,24.9555099247,92,605,105438,Inigo Cervantes Huegun,R,ESP,27.2443531828,125,465,0.4,0.04164152082076,0.051901025950513,0.579963789981895,0.4,0.093451568894952,0.047066848567531,0.596180081855389,0.444444444444444,0.45,1,19
2017-M004,Acapulco,Hard,32,A,20170227,277,104545,John Isner,R,USA,31.8412046543,22,1760,105449,Steve Johnson,R,USA,27.1786447639,26,1370,0.7,0.227127659574468,0.022340425531915,0.725,0.5,0.091776798825257,0.035976505139501,0.660058737151248,0.7,0.5,0,3
2017-0495,Dubai,Hard,32,A,20170227,277,111575,Karen Khachanov,R,RUS,20.772073922,50,895,105138,Roberto Bautista Agut,R,ESP,28.8733744011,16,2190,0.5,0.135469364811692,0.041034288926363,0.665542439572794,0.75,0.05379746835443,0.026582278481013,0.643670886075949,0.5,0.75,0,2
2017-0533,Sao Paulo,Clay,32,A,20170227,277,117361,Akira Santillan,R,AUS,19.7700205339,192,294,134770,Casper Ruud,R,NOR,18.1848049281,133,437,0,0.046242774566474,0.040462427745665,0.583815028901734,0.555555555555556,0.063348416289593,0.040723981900453,0.648567119155354,0,0.75,0,14
2017-M004,Acapulco,Hard,32,A,20170227,278,105676,David Goffin,R,BEL,26.2258726899,11,3245,103565,Stephane Robert,R,FRA,36.7830253251,80,660,0.8,0.074737492279185,0.034589252625077,0.631253860407659,0.4,0.05449591280654,0.068119891008174,0.564713896457766,0.8,0.45,1,14
2017-0495,Dubai,Hard,32,A,20170227,278,106361,Adam Pavlasek,R,CZE,22.3901437372,93,604,106298,Lucas Pouille,R,FRA,23.0116358658,15,2261,0.428571428571429,0.075500770416025,0.035439137134052,0.617873651771957,0.6,0.128879892037787,0.034412955465587,0.655195681511471,0,0.6,0,5
2017-0533,Sao Paulo,Clay,32,A,20170227,278,106075,Jozef Kovalik,R,SVK,24.3148528405,118,490,105643,Federico Delbonis,L,ARG,26.3983572895,54,860,0.277777777777778,0.039239001189061,0.030321046373365,0.607015457788347,0.4,0.060821917808219,0.044383561643836,0.635068493150685,0.333333333333333,0.65,0,6
2017-M004,Acapulco,Hard,32,A,20170227,279,105023,Sam Querrey,R,USA,29.3935660507,40,1000,106378,Kyle Edmund,R,GBR,22.1382614648,45,933,0.6,0.160544217687075,0.056462585034014,0.648979591836735,0.5,0.080787508486083,0.035980991174474,0.662593346911066,0.6,0.5,1,6
2017-0495,Dubai,Hard,32,A,20170227,279,105526,Jan Lennard Struff,R,GER,26.8446269678,59,786,105657,Marius Copil,R,ROU,26.3655030801,124,467,0.5,0.095763203714452,0.058618688334301,0.63087637840975,0.333333333333333,0.142450142450142,0.0332383665717,0.66286799620133,0.45,0.25,0,10
2017-0533,Sao Paulo,Clay,32,A,20170227,279,106043,Diego Sebastian Schwartzman,R,ARG,24.5338809035,44,935,105064,Thomaz Bellucci,L,BRA,29.1635865845,69,721,0.45,0.037271448663854,0.032348804500703,0.60196905766526,0.45,0.07344262295082,0.043934426229508,0.63344262295082,0.45,0.6,1,10
2017-M004,Acapulco,Hard,32,A,20170227,280,105173,Adrian Mannarino,L,FRA,28.6652977413,65,766,126203,Taylor Harry Fritz,R,USA,19.3347022587,136,426,0.25,0.054925373134328,0.046567164179105,0.584477611940298,0.35,0.099939795304034,0.034316676700783,0.628537025888019,0.25,0.35,1,1
2017-0495,Dubai,Hard,32,A,20170227,280,105539,Evgeny Donskoy,R,RUS,26.8062970568,116,493,104022,Mikhail Youzhny,R,RUS,34.6776180698,83,631,0.25,0.054470100651273,0.029011249259917,0.597986974541149,0.45,0.049357674104124,0.037187288708587,0.594320486815416,0.210526315789474,0.45,0,13
2017-0533,Sao Paulo,Clay,32,A,20170227,280,105589,Gerald Melzer,L,AUT,26.6283367556,107,535,103607,Victor Estrella,R,DOM,36.5722108145,88,614,0.421052631578947,0.052757793764988,0.036570743405276,0.616906474820144,0.4,0.037037037037037,0.030501089324619,0.619825708061002,0.583333333333333,0.6,0,6
2017-M004,Acapulco,Hard,32,A,20170227,281,104468,Gilles Simon,R,FRA,32.1697467488,25,1495,106233,Dominic Thiem,R,AUT,23.485284052,9,3375,0.6,0.047348484848485,0.035984848484849,0.61300505050505,0.7,0.070823244552058,0.032687651331719,0.63861985472155,0.6,0.65,0,13
2017-0495,Dubai,Hard,32,A,20170227,281,103819,Roger Federer,R,SUI,35.5564681725,10,3260,105332,Benoit Paire,R,FRA,27.8083504449,39,1040,0.9,0.125881168177241,0.019133937562941,0.710976837865055,0.5,0.115950920245399,0.060122699386503,0.602453987730061,0.941176470588235,0.5,1,8
2017-0533,Sao Paulo,Clay,32,A,20170227,281,105583,Dusan Lajovic,R,SRB,26.6639288159,105,552,105487,Facundo Bagnis,L,ARG,27.0006844627,82,633,0.3,0.039718129404228,0.02434336963485,0.631646380525304,0.4,0.053030303030303,0.059917355371901,0.584022038567493,0.55,0.411764705882353,0,10
2017-M004,Acapulco,Hard,32,A,20170227,282,104534,Dudi Sela,R,ISR,31.9014373717,75,686,106401,Nick Kyrgios,R,AUS,21.839835729,17,2075,0.4,0.032564450474898,0.040027137042062,0.590909090909091,0.65,0.203174603174603,0.043174603174603,0.69968253968254,0.45,0.65,0,9
2017-0495,Dubai,Hard,32,A,20170227,282,104180,Gilles Muller,L,LUX,33.8069815195,27,1370,104259,Philipp Kohlschreiber,R,GER,33.3689253936,29,1225,0.6,0.195488721804511,0.049213943950786,0.688995215311005,0.6,0.07488986784141,0.034612964128383,0.646318439269981,0.6,0.6,0,2
2017-M004,Acapulco,Hard,32,A,20170227,283,106071,Bernard Tomic,R,AUS,24.3531827515,41,985,105385,Donald Young,L,USA,27.6002737851,63,771,0.5,0.114526823387583,0.034358047016275,0.644364074743822,0.45,0.041363890441588,0.050866405813304,0.632755729457798,0.5,0.45,0,1
2017-0533,Sao Paulo,Clay,32,A,20170227,283,104926,Fabio Fognini,R,ITA,29.7659137577,42,980,106065,Marco Cecchinato,R,ITA,24.4106776181,185,308,0.35,0.027816411682893,0.057719054242003,0.609874826147427,0.214285714285714,0.037298387096774,0.026209677419355,0.602822580645161,0.6,0.25,1,5
2017-M004,Acapulco,Hard,32,A,20170227,284,105223,Juan Martin Del Potro,R,ARG,28.4298425736,32,1110,126207,Francis Tiafoe,R,USA,19.1047227926,89,614,0.5,0.100120627261761,0.033172496984319,0.69059107358263,0.3,0.066815144766147,0.028953229398664,0.630289532293987,0.5,0.333333333333333,1,3
2017-0495,Dubai,Hard,32,A,20170227,284,104198,Guillermo Garcia Lopez,R,ESP,33.735797399,97,595,104678,Viktor Troicki,R,SRB,31.0472279261,34,1075,0.35,0.051162790697675,0.053820598006645,0.6,0.6,0.123303167420814,0.042986425339367,0.631221719457014,0.35,0.6,0,5
2017-0533,Sao Paulo,Clay,32,A,20170227,284,104297,Rogerio Dutra Silva,R,BRA,33.067761807,84,628,105561,Alessandro Giannessi,L,ITA,26.7488021903,127,455,0.166666666666667,0.058744091829845,0.046590141796084,0.596218771100608,0.333333333333333,0.050699300699301,0.05944055944056,0.587412587412587,0.125,0.666666666666667,0,12
2017-M004,Acapulco,Hard,32,A,20170227,285,104925,Novak Djokovic,R,SRB,29.7713894593,2,9735,105373,Martin Klizan,L,SVK,27.6331279945,62,775,0.8,0.04655612244898,0.035714285714286,0.658163265306122,0.3,0.039696438995914,0.038528896672504,0.599532983070636,0.8,0.25,1,7
2017-0495,Dubai,Hard,32,A,20170227,285,104918,Andy Murray,R,GBR,29.7905544148,1,11540,104291,Malek Jaziri,R,TUN,33.106091718,51,883,0.9,0.08086904043452,0.036210018105009,0.668074834037417,0.55,0.065426555484285,0.03976908274535,0.6337395766517,0.9,0.55,1,2
2017-0533,Sao Paulo,Clay,32,A,20170227,285,105154,Joao Souza,R,BRA,28.7556468172,131,449,104547,Horacio Zeballos,L,ARG,31.8384668036,71,714,0,0.11304347826087,0.046376811594203,0.666666666666667,0.4,0.100591715976331,0.042603550295858,0.671597633136095,0,0.2,0,4
2017-M004,Acapulco,Hard,32,A,20170227,286,103893,Paolo Lorenzi,R,ITA,35.2032854209,38,1052,104745,Rafael Nadal,L,ESP,30.7378507871,6,4115,0.5,0.059727971614429,0.040212891780012,0.636309875813128,0.75,0.037767756482525,0.025930101465615,0.661781285231116,0.55,0.75,0,7
2017-0495,Dubai,Hard,32,A,20170227,286,104719,Marcel Granollers,R,ESP,30.8802190281,36,1068,106000,Damir Dzumhur,R,BIH,24.7748117728,77,674,0.7,0.062046204620462,0.025082508250825,0.634983498349835,0.3,0.031158142269253,0.044091710758378,0.610229276895944,0.7,0.3,0,4
2017-M004,Acapulco,Hard,32,A,20170227,287,106415,Yoshihito Nishioka,L,JPN,21.4209445585,86,621,111442,Jordan Thompson,R,AUS,22.8583162218,79,669,0.35,0.029803424223209,0.031705770450222,0.611921369689283,0.3,0.076518691588785,0.025116822429907,0.633177570093458,0.35,0.368421052631579,0,4
2017-0495,Dubai,Hard,32,A,20170227,287,104607,Tomas Berdych,R,CZE,31.446954141,14,2790,104898,Robin Haase,R,NED,29.8973305955,66,763,0.8,0.136531365313653,0.037638376383764,0.688560885608856,0.35,0.12018288700196,0.042455911169171,0.645329849771391,0.8,0.25,0,8
2017-0533,Sao Paulo,Clay,32,A,20170227,287,105077,Albert Ramos,L,ESP,29.1143052704,24,1535,105671,Gastao Elias,R,POR,26.2614647502,98,584,0.7,0.047651006711409,0.034228187919463,0.631543624161074,0.45,0.056099151989563,0.02870189171559,0.63013698630137,0.7,0.388888888888889,1,0
2017-M004,Acapulco,Hard,32,A,20170227,288,105227,Marin Cilic,R,CRO,28.4161533196,8,3410,106432,Borna Coric,R,CRO,20.2874743326,64,770,0.65,0.146413752222881,0.030823947836396,0.678719620628334,0.3,0.081646423751687,0.038461538461539,0.624831309041835,0.65,0.3,1,2
2017-0495,Dubai,Hard,32,A,20170227,288,104792,Gael Monfils,R,FRA,30.4914442163,12,3190,105554,Daniel Evans,R,GBR,26.7679671458,43,971,0.8,0.112015018773467,0.04755944931164,0.656445556946183,0.7,0.04968339016074,0.040428641013152,0.639064783244033,0.8,0.7,1,14
2017-0533,Sao Paulo,Clay,32,A,20170227,288,104122,Carlos Berlocq,R,ARG,34.0670773443,67,746,105550,Guido Pella,L,ARG,26.7843942505,166,350,0.4,0.042540443379269,0.032953864589575,0.583582983822648,0.3,0.066933638443936,0.026315789473684,0.612128146453089,0.411764705882353,0.4,0,2
2017-M004,Acapulco,Hard,32,A,20170227,289,105449,Steve Johnson,R,USA,27.1786447639,26,1370,124014,Ernesto Escobedo,R,USA,20.6516084873,113,511,0.55,0.09453125,0.03359375,0.67265625,0.3,0.081140350877193,0.032894736842105,0.639254385964912,0.55,0.285714285714286,1,5
2017-0495,Dubai,Hard,32,A,20170227,289,105138,Roberto Bautista Agut,R,ESP,28.8733744011,16,2190,104269,Fernando Verdasco,L,ESP,33.28678987,35,1070,0.75,0.052796983029541,0.027027027027027,0.646763042111879,0.3,0.056825604180274,0.052253429131287,0.605486610058785,0.75,0.3,0,14
2017-0533,Sao Paulo,Clay,32,A,20170227,289,105311,Joao Sousa,R,POR,27.9151266256,37,1055,105952,Renzo Olivo,R,ARG,24.9555099247,92,605,0.6,0.057163531114327,0.02315484804631,0.636758321273517,0.4,0.039263803680982,0.052760736196319,0.579754601226994,0.75,0.473684210526316,1,11
2017-M004,Acapulco,Hard,32,A,20170227,290,105676,David Goffin,R,BEL,26.2258726899,11,3245,105023,Sam Querrey,R,USA,29.3935660507,40,1000,0.8,0.075483468496569,0.033686837180287,0.635059263880225,0.6,0.155688622754491,0.055888223552894,0.650033266799734,0.8,0.6,0,2
2017-0495,Dubai,Hard,32,A,20170227,290,105657,Marius Copil,R,ROU,26.3655030801,124,467,106298,Lucas Pouille,R,FRA,23.0116358658,15,2261,0.384615384615385,0.143505903723887,0.033605812897366,0.664850136239782,0.6,0.12858141160028,0.035639412997904,0.651292802236198,0.333333333333333,0.6,0,12
2017-0533,Sao Paulo,Clay,32,A,20170227,290,134770,Casper Ruud,R,NOR,18.1848049281,133,437,105643,Federico Delbonis,L,ARG,26.3983572895,54,860,0.6,0.060689655172414,0.042758620689655,0.655172413793103,0.4,0.060085836909871,0.041845493562232,0.633583690987124,0.8,0.65,0,3
2017-M004,Acapulco,Hard,32,A,20170227,291,106233,Dominic Thiem,R,AUT,23.485284052,9,3375,105173,Adrian Mannarino,L,FRA,28.6652977413,65,766,0.75,0.072238805970149,0.031641791044776,0.645373134328358,0.3,0.055458260361938,0.047285464098074,0.584938704028021,0.65,0.3,1,5
2017-0495,Dubai,Hard,32,A,20170227,291,103819,Roger Federer,R,SUI,35.5564681725,10,3260,105539,Evgeny Donskoy,R,RUS,26.8062970568,116,493,0.9,0.126927029804728,0.018499486125385,0.710174717368962,0.2,0.054398148148148,0.029513888888889,0.602430555555556,0.944444444444444,0.2,0,24
2017-0533,Sao Paulo,Clay,32,A,20170227,291,106043,Diego Sebastian Schwartzman,R,ARG,24.5338809035,44,935,105589,Gerald Melzer,L,AUT,26.6283367556,107,535,0.5,0.036656891495601,0.033724340175953,0.604105571847507,0.4,0.053271569195136,0.035321366531558,0.621308627678054,0.5,0.538461538461538,1,2
2017-M004,Acapulco,Hard,32,A,20170227,292,105385,Donald Young,L,USA,27.6002737851,63,771,106401,Nick Kyrgios,R,AUS,21.839835729,17,2075,0.45,0.038194444444445,0.049189814814815,0.632523148148148,0.65,0.197201017811705,0.043256997455471,0.696564885496183,0.45,0.65,0,8
2017-0495,Dubai,Hard,32,A,20170227,292,104259,Philipp Kohlschreiber,R,GER,33.3689253936,29,1225,106421,Daniil Medvedev,R,RUS,21.0458590007,57,797,0.6,0.07367758186398,0.037783375314862,0.643576826196474,0.5,0.075987841945289,0.035866261398176,0.623100303951368,0.6,0.555555555555556,1,3
2017-0533,Sao Paulo,Clay,32,A,20170227,292,105487,Facundo Bagnis,L,ARG,27.0006844627,82,633,104655,Pablo Cuevas,R,URU,31.1567419576,33,1085,0.45,0.051104972375691,0.056629834254144,0.588397790055249,0.35,0.078229229836264,0.046694966646452,0.618556701030928,0.444444444444444,0.65,0,8
2017-M004,Acapulco,Hard,32,A,20170227,293,105223,Juan Martin Del Potro,R,ARG,28.4298425736,32,1110,104925,Novak Djokovic,R,SRB,29.7713894593,2,9735,0.5,0.096443640747438,0.031946955997589,0.68836648583484,0.8,0.045397225725095,0.032786885245902,0.658890290037831,0.5,0.8,0,3
2017-0495,Dubai,Hard,32,A,20170227,293,104918,Andy Murray,R,GBR,29.7905544148,1,11540,104198,Guillermo Garcia Lopez,R,ESP,33.735797399,97,595,0.9,0.080674292594822,0.034316676700783,0.667068031306442,0.35,0.048233695652174,0.051630434782609,0.600543478260869,0.9,0.35,1,2
2017-0533,Sao Paulo,Clay,32,A,20170227,293,105561,Alessandro Giannessi,L,ITA,26.7488021903,127,455,104926,Fabio Fognini,R,ITA,29.7659137577,42,980,0.428571428571429,0.051671732522796,0.059270516717325,0.586626139817629,0.35,0.026657552973343,0.061517429938483,0.61038961038961,0.75,0.65,0,1
2017-M004,Acapulco,Hard,32,A,20170227,294,104745,Rafael Nadal,L,ESP,30.7378507871,6,4115,106415,Yoshihito Nishioka,L,JPN,21.4209445585,86,621,0.75,0.038636363636364,0.023863636363636,0.669886363636364,0.35,0.030539311241066,0.030539311241066,0.613385315139701,0.75,0.35,1,4
2017-0495,Dubai,Hard,32,A,20170227,294,104898,Robin Haase,R,NED,29.8973305955,66,763,106000,Damir Dzumhur,R,BIH,24.7748117728,77,674,0.35,0.120865139949109,0.043893129770992,0.63676844783715,0.35,0.030588235294118,0.042941176470588,0.612941176470588,0.3,0.35,1,11
2017-0533,Sao Paulo,Clay,32,A,20170227,294,105807,Pablo Carreno Busta,R,ESP,25.6317590691,23,1645,105154,Joao Souza,R,BRA,28.7556468172,131,449,0.7,0.058752997601919,0.028776978417266,0.654076738609113,0,0.125925925925926,0.044444444444445,0.688888888888889,0.7,0,1,0
2017-0495,Dubai,Hard,32,A,20170227,295,104269,Fernando Verdasco,L,ESP,33.28678987,35,1070,104792,Gael Monfils,R,FRA,30.4914442163,12,3190,0.35,0.049645390070922,0.05544809800129,0.598323662153449,0.8,0.112090680100756,0.051007556675063,0.647984886649874,0.35,0.8,0,12
2017-0533,Sao Paulo,Clay,32,A,20170227,295,105550,Guido Pella,L,ARG,26.7843942505,166,350,105077,Albert Ramos,L,ESP,29.1143052704,24,1535,0.3,0.064124783362218,0.024841132293472,0.616984402079723,0.7,0.04521625163827,0.034076015727392,0.625819134993447,0.4,0.75,0,1
2017-M004,Acapulco,Hard,32,A,20170227,296,106233,Dominic Thiem,R,AUT,23.485284052,9,3375,105023,Sam Querrey,R,USA,29.3935660507,40,1000,0.8,0.071515151515152,0.031515151515152,0.647272727272727,0.65,0.15803631472764,0.058507061197041,0.648285137861466,0.7,0.65,0,3
2017-0495,Dubai,Hard,32,A,20170227,296,105539,Evgeny Donskoy,R,RUS,26.8062970568,116,493,106298,Lucas Pouille,R,FRA,23.0116358658,15,2261,0.25,0.055813953488372,0.027906976744186,0.603488372093023,0.6,0.12563543936093,0.037037037037037,0.652142338416848,0.2,0.6,0,8
2017-0533,Sao Paulo,Clay,32,A,20170227,296,105311,Joao Sousa,R,POR,27.9151266256,37,1055,105643,Federico Delbonis,L,ARG,26.3983572895,54,860,0.6,0.053019145802651,0.024300441826215,0.631075110456554,0.45,0.06347498655191,0.043033889187735,0.64550833781603,0.75,0.65,1,2
2017-M004,Acapulco,Hard,32,A,20170227,297,104925,Novak Djokovic,R,SRB,29.7713894593,2,9735,106401,Nick Kyrgios,R,AUS,21.839835729,17,2075,0.8,0.047355473554736,0.03259532595326,0.653751537515375,0.65,0.192086790044671,0.047223994894703,0.696234843650287,0.8,0.65,0,8
2017-0495,Dubai,Hard,32,A,20170227,297,104259,Philipp Kohlschreiber,R,GER,33.3689253936,29,1225,104918,Andy Murray,R,GBR,29.7905544148,1,11540,0.65,0.071746031746032,0.034920634920635,0.653968253968254,0.9,0.081907090464548,0.033618581907091,0.666259168704156,0.65,0.9,0,2
2017-0533,Sao Paulo,Clay,32,A,20170227,297,104655,Pablo Cuevas,R,URU,31.1567419576,33,1085,106043,Diego Sebastian Schwartzman,R,ARG,24.5338809035,44,935,0.4,0.081569115815691,0.048567870485679,0.623910336239103,0.55,0.039039039039039,0.031531531531532,0.61036036036036,0.65,0.5,1,4
2017-M004,Acapulco,Hard,32,A,20170227,298,104745,Rafael Nadal,L,ESP,30.7378507871,6,4115,105227,Marin Cilic,R,CRO,28.4161533196,8,3410,0.75,0.040478905359179,0.024515393386545,0.669327251995439,0.65,0.147521865889213,0.030903790087464,0.676384839650146,0.75,0.65,1,13
2017-0495,Dubai,Hard,32,A,20170227,298,104269,Fernando Verdasco,L,ESP,33.28678987,35,1070,104898,Robin Haase,R,NED,29.8973305955,66,763,0.35,0.04736490993996,0.05136757838559,0.605070046697799,0.35,0.115458627325208,0.046183450930083,0.63758819756254,0.35,0.35,1,12
2017-0533,Sao Paulo,Clay,32,A,20170227,298,104926,Fabio Fognini,R,ITA,29.7659137577,42,980,105807,Pablo Carreno Busta,R,ESP,25.6317590691,23,1645,0.4,0.027910142954391,0.061946902654867,0.611300204220558,0.7,0.056811240073305,0.02871105681124,0.656078191814294,0.65,0.7,0,4
2017-M004,Acapulco,Hard,32,A,20170227,299,106401,Nick Kyrgios,R,AUS,21.839835729,17,2075,105023,Sam Querrey,R,USA,29.3935660507,40,1000,0.7,0.197643979057592,0.045811518324607,0.703534031413613,0.65,0.158462575859744,0.060013486176669,0.644639244774107,0.65,0.65,0,4
2017-0495,Dubai,Hard,32,A,20170227,299,106298,Lucas Pouille,R,FRA,23.0116358658,15,2261,104918,Andy Murray,R,GBR,29.7905544148,1,11540,0.6,0.124472573839662,0.036568213783404,0.655414908579466,0.9,0.086509376890502,0.033272837265578,0.667271627344223,0.6,0.9,0,1
2017-0533,Sao Paulo,Clay,32,A,20170227,299,105077,Albert Ramos,L,ESP,29.1143052704,24,1535,105311,Joao Sousa,R,POR,27.9151266256,37,1055,0.7,0.046044098573282,0.033722438391699,0.626459143968872,0.65,0.051094890510949,0.024087591240876,0.637956204379562,0.8,0.75,1,3
2017-M004,Acapulco,Hard,32,A,20170227,300,104745,Rafael Nadal,L,ESP,30.7378507871,6,4115,105023,Sam Querrey,R,USA,29.3935660507,40,1000,0.75,0.041618497109827,0.023699421965318,0.671098265895954,0.7,0.160866710439921,0.057780695994747,0.646749835850295,0.75,0.7,0,9
2017-0495,Dubai,Hard,32,A,20170227,300,104918,Andy Murray,R,GBR,29.7905544148,1,11540,104269,Fernando Verdasco,L,ESP,33.28678987,35,1070,0.9,0.085956416464891,0.032687651331719,0.667675544794189,0.4,0.043184885290149,0.050607287449393,0.60863697705803,0.9,0.4,1,3
2017-0533,Sao Paulo,Clay,32,A,20170227,300,105807,Pablo Carreno Busta,R,ESP,25.6317590691,23,1645,104655,Pablo Cuevas,R,URU,31.1567419576,33,1085,0.7,0.05521472392638,0.028834355828221,0.657055214723926,0.4,0.079195474544312,0.049025769956003,0.620364550597109,0.75,0.7,0,5
2017-M006,Indian Wells Masters,Hard,128,M,20170306,175,106378,Kyle Edmund,R,GBR,22.1574264203,46,933,105671,Gastao Elias,R,POR,26.2806297057,95,604,0.45,0.08124576844956,0.039268788083954,0.660798916723087,0.45,0.056616194865043,0.032916392363397,0.624094799210006,0.45,0.5,1,2
2017-M006,Indian Wells Masters,Hard,128,M,20170306,176,105643,Federico Delbonis,L,ARG,26.417522245,49,905,105723,Andrey Kuznetsov,R,RUS,26.0342231348,62,790,0.45,0.063492063492064,0.043240284619595,0.64367816091954,0.45,0.071661237785016,0.046254071661238,0.615635179153095,0.4,0.45,1,2
2017-M006,Indian Wells Masters,Hard,128,M,20170306,179,105487,Facundo Bagnis,L,ARG,27.0198494182,83,645,103898,Julien Benneteau,R,FRA,35.2087611225,117,502,0.45,0.051553672316384,0.055790960451977,0.591101694915254,0.35,0.094552285535379,0.037570444583594,0.638697557921102,0.25,0.31578947368421,1,11
2017-M006,Indian Wells Masters,Hard,128,M,20170306,180,104547,Horacio Zeballos,L,ARG,31.8576317591,73,714,105657,Marius Copil,R,ROU,26.3846680356,111,532,0.45,0.096969696969697,0.044242424242424,0.672121212121212,0.357142857142857,0.141104294478528,0.035056967572305,0.662576687116564,0.533333333333333,0.3,1,5
2017-M006,Indian Wells Masters,Hard,128,M,20170306,183,104534,Dudi Sela,R,ISR,31.9206023272,78,686,103565,Stephane Robert,R,FRA,36.8021902806,81,660,0.4,0.034883720930233,0.042407660738714,0.588919288645691,0.35,0.05377094972067,0.067039106145251,0.56354748603352,0.4,0.4,0,9
2017-M006,Indian Wells Masters,Hard,128,M,20170306,184,104731,Kevin Anderson,R,RSA,30.8008213552,79,680,105943,Federico Gaio,R,ITA,25.0020533881,159,377,0.5,0.168674698795181,0.056436271401395,0.66708941027267,0.5,0.081570996978852,0.084592145015106,0.658610271903323,0.5,0,1,10
2017-M006,Indian Wells Masters,Hard,128,M,20170306,187,105064,Thomaz Bellucci,L,BRA,29.18275154,71,721,105732,Pierre Hugues Herbert,R,FRA,25.9685147159,74,713,0.4,0.074224021592443,0.043859649122807,0.624831309041835,0.35,0.113003975014196,0.049403747870528,0.653038046564452,0.45,0.35,0,2
2017-M006,Indian Wells Masters,Hard,128,M,20170306,188,105550,Guido Pella,L,ARG,26.803559206,145,395,104198,Guillermo Garcia Lopez,R,ESP,33.7549623546,89,620,0.3,0.065774155995344,0.026193247962747,0.611175785797439,0.3,0.046760187040748,0.053440213760855,0.59185036740147,0.368421052631579,0.3,0,9
2017-M006,Indian Wells Masters,Hard,128,M,20170306,191,105554,Daniel Evans,R,GBR,26.7871321013,41,1016,104460,Dustin Brown,R,GER,32.2409308693,82,651,0.65,0.048464491362764,0.040786948176584,0.632437619961612,0.45,0.083333333333333,0.054378531073446,0.646186440677966,0.65,0.45,1,6
2017-M006,Indian Wells Masters,Hard,128,M,20170306,192,106210,Jiri Vesely,L,CZE,23.6550308008,56,848,105952,Renzo Olivo,R,ARG,24.9746748802,88,621,0.5,0.093525179856115,0.054937867887508,0.633093525179856,0.4,0.035626535626536,0.050982800982801,0.578624078624079,0.5,0.285714285714286,1,2
2017-M006,Indian Wells Masters,Hard,128,M,20170306,195,105385,Donald Young,L,USA,27.6194387406,60,801,111578,Stefan Kozlov,R,USA,19.0910335387,116,509,0.4,0.039668442865601,0.049141503848431,0.632326820603908,0.428571428571429,0.067961165048544,0.075242718446602,0.548543689320388,0.4,0,1,3
2017-M006,Indian Wells Masters,Hard,128,M,20170306,196,105053,Santiago Giraldo,R,COL,29.273100616,103,557,105526,Jan Lennard Struff,R,GER,26.8637919233,63,786,0.3,0.053302433371958,0.02954808806489,0.61297798377752,0.5,0.098980203959208,0.055188962207559,0.635272945410918,0.333333333333333,0.45,0,10
2017-M006,Indian Wells Masters,Hard,128,M,20170306,199,104022,Mikhail Youzhny,R,RUS,34.6967830253,84,631,106421,Daniil Medvedev,R,RUS,21.0650239562,58,826,0.45,0.049391069012179,0.038565629228688,0.588633288227334,0.5,0.076685219542362,0.036487322201608,0.617192331478046,0.45,0.526315789473684,0,1
2017-M006,Indian Wells Masters,Hard,128,M,20170306,200,106432,Borna Coric,R,CRO,20.3066392882,59,815,105967,Henri Laaksonen,R,SUI,24.9308692676,123,474,0.25,0.081756756756757,0.039189189189189,0.618243243243243,0.2,0.049180327868853,0.052693208430913,0.626463700234192,0.25,0,0,16
2017-M006,Indian Wells Masters,Hard,128,M,20170306,203,104291,Malek Jaziri,R,TUN,33.1252566735,53,883,103917,Nicolas Mahut,R,FRA,35.1211498973,54,870,0.5,0.066013071895425,0.040522875816994,0.625490196078431,0.45,0.071380013596193,0.037389530931339,0.640380693405846,0.5,0.45,1,0
2017-M006,Indian Wells Masters,Hard,128,M,20170306,204,105332,Benoit Paire,R,FRA,27.8275154004,40,1040,126203,Taylor Harry Fritz,R,USA,19.3538672142,136,426,0.5,0.114556962025316,0.057594936708861,0.6,0.35,0.09484291641968,0.034380557202134,0.628927089508002,0.5,0.35,0,5
2017-M006,Indian Wells Masters,Hard,128,M,20170306,207,105430,Radu Albot,R,MDA,27.3155373032,87,623,104871,Jeremy Chardy,R,FRA,30.0616016427,80,670,0.25,0.027956989247312,0.031720430107527,0.583870967741935,0.45,0.101775147928994,0.056804733727811,0.630177514792899,0.285714285714286,0.45,0,6
2017-M006,Indian Wells Masters,Hard,128,M,20170306,208,105311,Joao Sousa,R,POR,27.9342915811,37,1100,106043,Diego Sebastian Schwartzman,R,ARG,24.553045859,44,972,0.65,0.049005681818182,0.025568181818182,0.630681818181818,0.5,0.035766423357664,0.031386861313869,0.607299270072993,0.5,0.4,1,1
2017-M006,Indian Wells Masters,Hard,128,M,20170306,211,105062,Mikhail Kukushkin,R,KAZ,29.1937029432,90,618,111442,Jordan Thompson,R,AUS,22.8774811773,76,709,0.4,0.044025157232704,0.021726700971984,0.590051457975986,0.35,0.082551594746717,0.027517198248906,0.619136960600375,0.45,0.4,0,0
